#,Name,Country,Nick,Points,GP_t1 points,GP_t1 rank. points,GP_t1 position,year,round
375.,Nelly Pelc Vostrá,Czech Rep.,nelly,248,248,248,375.,2025,1
376.,sumi sumi,Germany,,248,248,248,376.,2025,1
377.,CHING-SHOU LIN,Taiwan,eleven0502,248,248,248,377.,2025,1
378.,Filip Jabłoński,Poland,BigKokonat,248,248,248,378.,2025,1
379.,Elena Mazzini,Italy,shopaholic,248,248,248,379.,2025,1
380.,Rado Bo4ev,Bulgaria,tres4o,247,247,247,380.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
381.,Rachel Kagan,USA,Rachel,247,247,247,381.,2025,1
382.,Timothy Leong,Australia,,247,247,247,382.,2025,1
383.,Dylan Gibbs,UK,dylanamite,247,247,247,383.,2025,1
384.,Jana Podroužková,Slovakia,jjjanka.s,246,246,246,384.,2025,1
385.,Weerawit Jindaram,Thailand,,243,243,243,385.,2025,1
386.,Richard Luhtaru,Estonia,,240,240,240,386.,2025,1
387.,Raweewat Wutichaiya,Thailand,raweewat23,239,239,239,387.,2025,1
388.,Olivier Lignon,France,Olivier Lignon,237,237,237,388.,2025,1
389.,Nadine BRIOUAL,France,,236,236,236,389.,2025,1
390.,Fernando Almazán Gil,Spain,-.ferchx.-,235,235,235,390.,2025,1
391.,Anders Olsen,USA,whatshisbucket,235,235,235,391.,2025,1
392.,Josh Pusateri,USA,WeBeatOkimo,229,229,229,392.,2025,1
393.,Kei Ota,Japan,ten986,229,229,229,393.,2025,1
394.,xxuurruuii xxuurruuii,China,xxuurruuii,229,229,229,394.,2025,1
395.,Poonam Gandhi,India,poonamgandhi,228,228,228,395.,2025,1
396.,Tauri Purk,Estonia,LaFleur,228,228,228,396.,2025,1
397.,Jason Todd,USA,,228,228,228,397.,2025,1
398.,KAVITA JAGANNATHAN,India,upsetcorrection,228,228,228,398.,2025,1
399.,Olga Diaz,Spain,,228,228,228,399.,2025,1
400.,yun gao,USA,,228,228,228,400.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
401.,Fritz Anja,Germany,afritz,228,228,228,401.,2025,1
402.,Daniel Zeng,USA,cheep,228,228,228,402.,2025,1
403.,Henry Turner,USA,Twiggy,228,228,228,403.,2025,1
404.,Olga Doroszko,Poland,,228,228,228,404.,2025,1
405.,Mio Tsutsui,Japan,mio,228,228,228,405.,2025,1
406.,Yeongtae Shin,"Korea, South",sythi2,228,228,228,406.,2025,1
407.,Aaron Queens,Philippines,AaronQns,228,228,228,407.,2025,1
408.,Prezensky Istvan,Romania,logiprez,228,228,228,408.,2025,1
409.,Victoria I. Pérez,Cuba,,228,228,228,409.,2025,1
410.,Pallav Goyal,India,pallav123goyal,228,228,228,410.,2025,1
411.,Sitanshu Sah,India,,228,228,228,411.,2025,1
412.,Sandra van Wijk,Netherlands,Sandra v W,227,227,227,412.,2025,1
413.,Arnaud Dumont,France,L00ping,227,227,227,413.,2025,1
414.,Eva Myers,UK,Ekaterin,227,227,227,414.,2025,1
415.,Cheryl Gaul,USA,cgaul,227,227,227,415.,2025,1
416.,Bernard Kroes,Netherlands,BAK,226,226,226,416.,2025,1
417.,Amalia Panagiotopoulou,Greece,,226,226,226,417.,2025,1
418.,Diana Huang,USA,,225,225,225,418.,2025,1
419.,Akash Madiraju,USA,,225,225,225,419.,2025,1
420.,jingzhi xie,China,mengxue,225,225,225,420.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
421.,Theo Jurrius,Netherlands,Noppel,224,224,224,421.,2025,1
422.,Mathilde Chanavat,France,CHANAVAT,223,223,223,422.,2025,1
423.,Dmytro Furayev,Ukraine,,222,222,222,423.,2025,1
424.,Ewelina Wiśniewska,Poland,Evellinium,221,221,221,424.,2025,1
425.,John Rickert,USA,Rickert,220,220,220,425.,2025,1
426.,Marek Peszt,Poland,xtras,217,217,217,426.,2025,1
427.,Tatiana Padysakova,Slovakia,tanatko,217,217,217,427.,2025,1
428.,吴昊臻 吴,China,wuhaozhen,217,217,217,428.,2025,1
429.,Clément Bossut,France,,215,215,215,429.,2025,1
430.,Jeff Felling,USA,Jeff8,215,215,215,430.,2025,1
431.,Tùng Phạm Đường Minh,Vietnam,,213,213,213,431.,2025,1
432.,Lubos Hyzak,Slovakia,,213,213,213,432.,2025,1
433.,Beata Lach,Poland,Blach,213,213,213,433.,2025,1
434.,Jouni Särkijärvi,Finland,peluri,213,213,213,434.,2025,1
435.,Servet Hakan Altay,Turkey,shaltay,213,213,213,435.,2025,1
436.,吕铠毅 lvkaiyi,China,lvkaiyi0811,212,212,212,436.,2025,1
437.,Tom van der Velden,Netherlands,Ridder Tommy,212,212,212,437.,2025,1
438.,Benedikt Hahn,Germany,Kideneb,212,212,212,438.,2025,1
439.,Phasit Chantachote,Thailand,SonicBlaze,211,211,211,439.,2025,1
440.,Kanae Aoki,Japan,kiyowa,211,211,211,440.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
441.,Andrew Werner,USA,,210,210,210,441.,2025,1
442.,Kadri Kuusik,Estonia,Kadri,210,210,210,442.,2025,1
443.,Marina Kamohara,Japan,,210,210,210,443.,2025,1
444.,Andrew Grigolunovich,Latvia,AGCFA,210,210,210,444.,2025,1
445.,Isabel Herget,Germany,,210,210,210,445.,2025,1
446.,Julien DAL ZOTTO,France,Dalzinho74,209,209,209,446.,2025,1
447.,Dương Bùi Xuân Khánh,Vietnam,DannyBui,208,208,208,447.,2025,1
448.,BLECON Francois,France,francwe,208,208,208,448.,2025,1
449.,Arlene Navo,USA,Arlene,208,208,208,449.,2025,1
450.,Thanos Darkadakis,Greece,sakito,207,207,207,450.,2025,1
451.,Gunasundhari D,India,,207,207,207,451.,2025,1
452.,Emma McCaughan,UK,Emma,207,207,207,452.,2025,1
453.,Mateusz Przybyła,Poland,,205,205,205,453.,2025,1
454.,Lese Wesen,Germany,Lesewesen,204,204,204,454.,2025,1
455.,Madeleine Mott,USA,atroposhears,204,204,204,455.,2025,1
456.,Dusan Sobot,Serbia,dsobot,204,204,204,456.,2025,1
457.,Florian Mauer,Germany,FlorianM79,203,203,203,457.,2025,1
458.,Daniela Lukáčová,Slovakia,,203,203,203,458.,2025,1
459.,Howard Wilkinson,UK,HWHW,203,203,203,459.,2025,1
460.,Michael Walker,UK,Atimelord852,203,203,203,460.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
461.,João Paulo Velozo Oliveira Arantes,Brazil,musgley,203,203,203,461.,2025,1
462.,Muhammad Mulki Abdul Azis,Indonesia,mulki554,201,201,201,462.,2025,1
463.,Madeleine Dertwinkel,Germany,,201,201,201,463.,2025,1
464.,Kristin Stearns,USA,DreamRose311,199,199,199,464.,2025,1
465.,Crystal L,USA,,198,198,198,465.,2025,1
466.,jerome BOULLEE,France,,198,198,198,466.,2025,1
467.,Thamarai Valli Venkatachalam,UK,,197,197,197,467.,2025,1
468.,Nicholas McHaffie,Canada,N McH,197,197,197,468.,2025,1
469.,Daisy Mallion,UK,,195,195,195,469.,2025,1
470.,Huiyun Noh,"Korea, South",NHY,195,195,195,470.,2025,1
471.,Carolyn Duke,Canada,Canuck,195,195,195,471.,2025,1
472.,Dimitrios-Ioannis Christomanos,Greece,dcchrist,195,195,195,472.,2025,1
473.,Cong Gao,China,,194,194,194,473.,2025,1
474.,Linards Krūklis,Latvia,,194,194,194,474.,2025,1
475.,Sai Karthik Burra,India,carburra,194,194,194,475.,2025,1
476.,Taavi Piller,Estonia,,194,194,194,476.,2025,1
477.,Külli Laks Vahemäe,Estonia,Volvo,194,194,194,477.,2025,1
478.,Penny Cheong,Malaysia,pennycheong917,194,194,194,478.,2025,1
479.,Shifu Nakazawa,Japan,SHI,194,194,194,479.,2025,1
480.,paolo tivano,Italy,flin68,194,194,194,480.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
481.,Deepak Kumar,India,dipkmr,194,194,194,481.,2025,1
482.,Karin Luiv,Estonia,Inglitrompet,194,194,194,482.,2025,1
483.,Jörg Schröder,Germany,zeilenspalter,194,194,194,483.,2025,1
484.,Shan Yuan Hung,Taiwan,,194,194,194,484.,2025,1
485.,Mladen Mestrovic,Croatia,mestar,194,194,194,485.,2025,1
486.,Juhee Ko,"Korea, South",budludl,194,194,194,486.,2025,1
487.,Bruno Rivara,Switzerland,Bruno61,194,194,194,487.,2025,1
488.,Katarina Kovacova,Switzerland,KatkaK,194,194,194,488.,2025,1
489.,Terka K.,Czech Rep.,krytterka,194,194,194,489.,2025,1
490.,甘 甘,China,阿呆,194,194,194,490.,2025,1
491.,Hana Havelková,Czech Rep.,Hafka,194,194,194,491.,2025,1
492.,Aikaterini Tsakanika,Greece,tatia,194,194,194,492.,2025,1
493.,Ewa Gawrońska,Poland,,194,194,194,493.,2025,1
494.,Matej Vyparina,Slovakia,,194,194,194,494.,2025,1
495.,Sai Praneetha Reddy,India,,194,194,194,495.,2025,1
496.,Michelle Yu,USA,meowmixx,194,194,194,496.,2025,1
497.,Dusan Privoznik,Slovakia,riki69,194,194,194,497.,2025,1
498.,HOARAU Tony,France,totohoa,194,194,194,498.,2025,1
499.,Michał Wachowiak,Poland,MichalW,193,193,193,499.,2025,1
500.,呈丰 葉,Taiwan,,193,193,193,500.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
501.,Takemasa Aoki,Japan,gori.sh,193,193,193,501.,2025,1
502.,Sylwia Całka,Poland,sywiacalka,193,193,193,502.,2025,1
503.,Christopher Vu,USA,gimmick,193,193,193,503.,2025,1
504.,Dimitris Kalafatis,Greece,,193,193,193,504.,2025,1
505.,Maria Angeloudi,Greece,minion,193,193,193,505.,2025,1
506.,Ema Bosnić,Croatia,,193,193,193,506.,2025,1
507.,Phawin Prongpaophan,Thailand,,192,192,192,507.,2025,1
508.,Hermelin Isabelle,France,elendill,192,192,192,508.,2025,1
509.,Sara Andrasik,USA,Sara A,191,191,191,509.,2025,1
510.,Magdalena Szczesna,Poland,visznia,191,191,191,510.,2025,1
511.,Elena Ceccon,Italy,Ellen00,191,191,191,511.,2025,1
512.,Evgeniy Bekishev,Russia,Eugene,190,190,190,512.,2025,1
513.,Anne Sorensen,Denmark,Chevy4,188,188,188,513.,2025,1
514.,Jaroslav Grajciar,Slovakia,Neky,185,185,185,514.,2025,1
515.,Demoed Marleen,Netherlands,marleen78,183,183,183,515.,2025,1
516.,Radek Lopusnik,USA,radekivv,183,183,183,516.,2025,1
517.,Ethan Lau,Hong Kong,Ethanlau1214,183,183,183,517.,2025,1
518.,Randy Rogers,USA,Randiman,180,180,180,518.,2025,1
519.,Jacob Bowdler,New Zealand,jacobpwb,179,179,179,519.,2025,1
520.,TSUI LAN Chang,Taiwan,Len,174,174,174,520.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
521.,Michał Wachnicki,Poland,kangur07,174,174,174,521.,2025,1
522.,jiyeun lim,"Korea, South",,174,174,174,522.,2025,1
523.,Simone Schneider,Germany,,173,173,173,523.,2025,1
524.,Yakov Zaidelman,Russia,,172,172,172,524.,2025,1
525.,江琼 毛,China,JQmao,171,171,171,525.,2025,1
526.,Dominick Joo,USA,fishissushi,171,171,171,526.,2025,1
527.,Joan Llobera Querol,Spain,,171,171,171,527.,2025,1
528.,Yoichi Enta,Japan,enta,171,171,171,528.,2025,1
529.,Patrick Ethoin,France,paatttoou,171,171,171,529.,2025,1
530.,Baris Boz,Turkey,BarisBoz,171,171,171,530.,2025,1
531.,Alexandra Nolte,USA,,171,171,171,531.,2025,1
532.,Ned Kelly,Australia,NedKelly,171,171,171,532.,2025,1
533.,Bupphachat Pongbunchan,Thailand,Fasai,171,171,171,533.,2025,1
534.,Miroslav Beinhauer,Czech Rep.,felini,170,170,170,534.,2025,1
535.,Neeraj Mehrotra,India,neerajmehrotra,170,170,170,535.,2025,1
536.,David Collison,UK,DavidCollison,169,169,169,536.,2025,1
537.,Schlapfer Reto,Switzerland,,169,169,169,537.,2025,1
538.,Titika Mylopoulou,Greece,,169,169,169,538.,2025,1
539.,Dominik Bojko,Poland,Amoeba,169,169,169,539.,2025,1
540.,Jaehyun Koo,"Korea, South",koosaga,169,169,169,540.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
541.,Cassidy Gardner,USA,mrgardnerscience,168,168,168,541.,2025,1
542.,Danica Wald,Germany,,168,168,168,542.,2025,1
543.,Katia D-C,Poland,katia,168,168,168,543.,2025,1
544.,Allar Padari,Estonia,allar,167,167,167,544.,2025,1
545.,Dennis Chen,USA,reychen,166,166,166,545.,2025,1
546.,Emi Takahashi,Japan,Emi,166,166,166,546.,2025,1
547.,Kristel Arnik,Estonia,,165,165,165,547.,2025,1
548.,Jeanine van Driel,Netherlands,Jargagpu,164,164,164,548.,2025,1
549.,Stefanie König,Germany,Iffets44,162,162,162,549.,2025,1
550.,Zuzana Tomkova,Slovakia,modrydrak,159,159,159,550.,2025,1
551.,Minh Tiến Phan,Vietnam,,159,159,159,551.,2025,1
552.,Borislav Ilevski Ilevski,Bulgaria,ilevski,159,159,159,552.,2025,1
553.,Emilia Fiedosiuk,Poland,eminia,159,159,159,553.,2025,1
554.,Jana Zachova,Czech Rep.,jana70,159,159,159,554.,2025,1
555.,Takahiro Yamada,Japan,Felicatus,159,159,159,555.,2025,1
556.,Michiel Voges,South Africa,Drake,159,159,159,556.,2025,1
557.,Marjo de Krijger,Netherlands,Roos,159,159,159,557.,2025,1
558.,Hanna Larsson,Sweden,5310Kasper,159,159,159,558.,2025,1
559.,Angelika Schobesberger,Austria,,159,159,159,559.,2025,1
560.,Nancy Cook,USA,nlcook,159,159,159,560.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
561.,Louise Vanderstappen,Belgium,Louise Vanderstappen,159,159,159,561.,2025,1
562.,Jackie! Zhou,USA,midnightflyer76,159,159,159,562.,2025,1
563.,Tracey Gore,USA,DocPi,159,159,159,563.,2025,1
564.,Witold Rosinski,Poland,,159,159,159,564.,2025,1
565.,Toni Borozan,Croatia,borotoni736,159,159,159,565.,2025,1
566.,Brian Hils,USA,,158,158,158,566.,2025,1
567.,Christian Romon,France,Christian,156,156,156,567.,2025,1
568.,Anna Churchill,Australia,,156,156,156,568.,2025,1
569.,Richter Gerhard,Germany,Senior41,153,153,153,569.,2025,1
570.,Sinan Gencer,Turkey,Sinan Gencer,152,152,152,570.,2025,1
571.,Ahmet Tarık Pıçak,Turkey,Plade,151,151,151,571.,2025,1
572.,Aoi Nakano,Japan,,149,149,149,572.,2025,1
573.,Anna Fundárková,Slovakia,,149,149,149,573.,2025,1
574.,QUILHOT Stéphanie,France,Stéphanie the best,147,147,147,574.,2025,1
575.,Scott Vissers,USA,Squeak363,146,146,146,575.,2025,1
576.,Atanas Georgiev,Bulgaria,Nasko,146,146,146,576.,2025,1
577.,Łukasz Konecki,Poland,BibleStudent,146,146,146,577.,2025,1
578.,Ekaterina Nuzdina,Russia,,146,146,146,578.,2025,1
579.,Jill Ho Tai,USA,Jill H,144,144,144,579.,2025,1
580.,Petr Kuncar,Czech Rep.,goodevil,144,144,144,580.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
581.,David Moulton,USA,Badir,144,144,144,581.,2025,1
582.,Yasuto Kitazono,Japan,,143,143,143,582.,2025,1
583.,Christopher Brown,USA,,141,141,141,583.,2025,1
584.,Md Mahbubul Hasan,Bangladesh,mahbub,141,141,141,584.,2025,1
585.,Ehsan Karimi,Iran,sudophile,141,141,141,585.,2025,1
586.,Tim McCaskey,USA,mightcould,141,141,141,586.,2025,1
587.,Tigran Wadia,India,,141,141,141,587.,2025,1
588.,Diana Grigoreva,Russia,,140,140,140,588.,2025,1
589.,Annamalai Lakshman,India,Annalaksh,139,139,139,589.,2025,1
590.,Milena Liwarska,Poland,,139,139,139,590.,2025,1
591.,Ioanna Zerva,Greece,IoannaZ,139,139,139,591.,2025,1
592.,Izabella Jaworska,Poland,,139,139,139,592.,2025,1
593.,Mannul Chopra,India,Mac,139,139,139,593.,2025,1
594.,shigetoshi okumura,Japan,okushige,138,138,138,594.,2025,1
595.,stefano forcolin,Italy,sf2l,137,137,137,595.,2025,1
596.,Wei Luo,China,,137,137,137,596.,2025,1
597.,Vijaya Govindarajan,India,Vijaya,137,137,137,597.,2025,1
598.,Carlos Joa,Dominican Republic,cjoa,137,137,137,598.,2025,1
599.,Minoru Uyanagi,Japan,EEL733,137,137,137,599.,2025,1
600.,Emily Carty,Canada,Emily,137,137,137,600.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
601.,Joyce Rapaport,USA,,137,137,137,601.,2025,1
602.,kaoru shibata,Japan,pet,137,137,137,602.,2025,1
603.,Gene Rendino,USA,GeneR,137,137,137,603.,2025,1
604.,Lau Cheng Kai,Malaysia,,137,137,137,604.,2025,1
605.,Friedhelm Fricke,Germany,badfried,137,137,137,605.,2025,1
606.,Angelina Baldus,Germany,Icebreak,137,137,137,606.,2025,1
607.,Emily Williams,USA,Emily Williams,137,137,137,607.,2025,1
608.,Hannah Ceisler,USA,Scissors218,136,136,136,608.,2025,1
609.,Juha Korvenaho,Finland,,136,136,136,609.,2025,1
610.,Dan Stronger,USA,danstronger,136,136,136,610.,2025,1
611.,Yongjun Kim,"Korea, South",Redfox,136,136,136,611.,2025,1
612.,Morena Pacifico,Italy,mopacifico,136,136,136,612.,2025,1
613.,dimitris tsatsaronis,Greece,mullich,136,136,136,613.,2025,1
614.,Gaëlle Perdrix,France,Thalia,135,135,135,614.,2025,1
615.,Abhisek Mallick,India,Abhisek Mallick 7,134,134,134,615.,2025,1
616.,Lokesh Upreti,India,LOKESH,134,134,134,616.,2025,1
617.,Shami Rajesh,India,,134,134,134,617.,2025,1
618.,Akshaya Bhatia,India,,134,134,134,618.,2025,1
619.,Claudia Sala,Italy,evilove,134,134,134,619.,2025,1
620.,Jhyrus Nicolas,Philippines,Kyou,134,134,134,620.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
621.,Paolo Pranzo,Italy,Pillopo,134,134,134,621.,2025,1
622.,Sharath R,India,sharath,134,134,134,622.,2025,1
623.,Robert Le Duc,UK,Cudeltrebor,134,134,134,623.,2025,1
624.,Ekaterina Krotkova,Russia,katerina,134,134,134,624.,2025,1
625.,Nur Alia Syafiqah Alia,Malaysia,aliaillya24,134,134,134,625.,2025,1
626.,James Atwell,USA,j.atwell,134,134,134,626.,2025,1
627.,Ewelina Antkowicz,Poland,Evi91,134,134,134,627.,2025,1
628.,Lex Kottmeyer,USA,kottm20a,134,134,134,628.,2025,1
629.,Dana Crites,USA,,132,132,132,629.,2025,1
630.,Finola Dwyer,Germany,Finola,131,131,131,630.,2025,1
631.,Seonje Cha,"Korea, South",,131,131,131,631.,2025,1
632.,Corrado Palumbo,Italy,DOIC,131,131,131,632.,2025,1
633.,Iliana Gounalaki,Greece,gounil,129,129,129,633.,2025,1
634.,Vita Gamber,Germany,,128,128,128,634.,2025,1
635.,Pat Stanford,UK,Kaysman,127,127,127,635.,2025,1
636.,Makoto Hayashi,Japan,,126,126,126,636.,2025,1
637.,Andrew Lim,USA,,124,124,124,637.,2025,1
638.,Lyca Reyes,Philippines,,122,122,122,638.,2025,1
639.,"Lee Kit Pan,Jacky jacky",Hong Kong,Jacky Lee,121,121,121,639.,2025,1
640.,qp woeirut,USA,qpwoeirut,121,121,121,640.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
641.,Zora Bělušová,Czech Rep.,striga,121,121,121,641.,2025,1
642.,Janet Zaina,Italy,jane54,121,121,121,642.,2025,1
643.,Raul Kacirek,Czech Rep.,Caca,118,118,118,643.,2025,1
644.,Marta Mozara,Croatia,,118,118,118,644.,2025,1
645.,Damian Sparky,Poland,Sparky,117,117,117,645.,2025,1
646.,Helen Arnold,Australia,pyrrha,116,116,116,646.,2025,1
647.,Phawit Putprasert,Thailand,phawit,114,114,114,647.,2025,1
648.,Tereza Sujová,Slovakia,TeS,113,113,113,648.,2025,1
649.,Jaehyun Kim,"Korea, South",,112,112,112,649.,2025,1
650.,Bob Crites,USA,,112,112,112,650.,2025,1
651.,Priyanka Jayakumar,India,jaya_priya,112,112,112,651.,2025,1
652.,Vojtěch Šícha,Czech Rep.,,112,112,112,652.,2025,1
653.,Jacinta Guerin,Australia,,112,112,112,653.,2025,1
654.,LIONEL MAUROUARD,France,,112,112,112,654.,2025,1
655.,Ryszard Jabłoński,Poland,RochJ,112,112,112,655.,2025,1
656.,Marian Lukac,Slovakia,lucky137,112,112,112,656.,2025,1
657.,Brian Friedrich,USA,LetsGoCaps,112,112,112,657.,2025,1
658.,Kamil Pozniak,Poland,,112,112,112,658.,2025,1
659.,Fanni Dorottya Nagy,Hungary,nfanni97,112,112,112,659.,2025,1
660.,Tamara Anderson,USA,Tamara,111,111,111,660.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
661.,park sungbeen,"Korea, South",mcp,111,111,111,661.,2025,1
662.,Garance Pontier,France,,110,110,110,662.,2025,1
663.,Martina Matějková,Czech Rep.,mamatka,110,110,110,663.,2025,1
664.,Harsukhpreet Kaur,India,Harsukh,107,107,107,664.,2025,1
665.,daniele cassani,Italy,dany_thor,107,107,107,665.,2025,1
666.,Maria Miró,Spain,,107,107,107,666.,2025,1
667.,Denis Bisaro,Canada,Denis B,107,107,107,667.,2025,1
668.,Huseyin Sevinc,Turkey,Huseyin,107,107,107,668.,2025,1
669.,Sevgi Cevik,Turkey,sentenced,107,107,107,669.,2025,1
670.,George Marcus,Romania,PlayLikeNeverB4,107,107,107,670.,2025,1
671.,Eerik Lumiste,Estonia,Eerik33,106,106,106,671.,2025,1
672.,Ales Zaloznik,Slovenia,Aleš,106,106,106,672.,2025,1
673.,Anežka Medveďová,Czech Rep.,Anezk,106,106,106,673.,2025,1
674.,Jeffrey Schwartz,USA,,105,105,105,674.,2025,1
675.,Nariman Fataliyev,Azerbaijan,Nariman1961,104,104,104,675.,2025,1
676.,George Tachtsidis,Greece,GeoTah,104,104,104,676.,2025,1
677.,Zanda Ro,Latvia,DeeDee,104,104,104,677.,2025,1
678.,Darina Maratova,Kazakhstan,DarinaM,102,102,102,678.,2025,1
679.,aydin keskin,Turkey,amedayke,102,102,102,679.,2025,1
680.,Daniel Victor,India,DanAvi,102,102,102,680.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
681.,Veronika Lukáčová,Slovakia,veronka07,102,102,102,681.,2025,1
682.,Tom Couperthwaite,UK,Bobbottom,102,102,102,682.,2025,1
683.,alberto filippini,Italy,albfilip,102,102,102,683.,2025,1
684.,Alex Wallace,UK,alexwallace,102,102,102,684.,2025,1
685.,Iris Yu,USA,irisotto,102,102,102,685.,2025,1
686.,DUC JOFFREY,France,,101,101,101,686.,2025,1
687.,Parisis Ovelidis,Greece,povelidi,101,101,101,687.,2025,1
688.,Kristjan Hansen,Estonia,,101,101,101,688.,2025,1
689.,Liane Robinson,UK,puzzlemad,101,101,101,689.,2025,1
690.,Kseniya Bernat,Belarus,,100,100,100,690.,2025,1
691.,Pei Lu,Taiwan,Joky,99,99,99,691.,2025,1
692.,Leigh Juggins,UK,,96,96,96,692.,2025,1
693.,Phurin Puangaup,Thailand,Phurin,96,96,96,693.,2025,1
694.,xiaoye huang,China,,96,96,96,694.,2025,1
695.,Sam Boden,UK,Sam Boden,94,94,94,695.,2025,1
696.,Marián Kráľ,Slovakia,Maronko,94,94,94,696.,2025,1
697.,Amy McKaveney,USA,mckaveney,92,92,92,697.,2025,1
698.,Laura Biro,Hungary,biroloradora,90,90,90,698.,2025,1
699.,Dror Perk,USA,RushBee93,90,90,90,699.,2025,1
700.,Uldis Kleinbergs,Latvia,,90,90,90,700.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
701.,Marcia Klingensmith,USA,marcekmba,89,89,89,701.,2025,1
702.,Beau La Mont,USA,ajarnbeau,89,89,89,702.,2025,1
703.,Yuki Honda,Japan,ut,89,89,89,703.,2025,1
704.,Esther Naef,Switzerland,esther59,87,87,87,704.,2025,1
705.,Bart Geraci,USA,BJGeraci,87,87,87,705.,2025,1
706.,Aet Valge,Estonia,,87,87,87,706.,2025,1
707.,Bruna Denić,Croatia,bruna_d,87,87,87,707.,2025,1
708.,Gordon Lessells,Ireland,GSL,86,86,86,708.,2025,1
709.,Xiao Yuan,China,FFEE,86,86,86,709.,2025,1
710.,Sameer Rau,USA,dmvpiranha,82,82,82,710.,2025,1
711.,Harry Buerer,USA,,82,82,82,711.,2025,1
712.,Buffet Philippe,France,philos,82,82,82,712.,2025,1
713.,Krzysztof Borzym,Poland,myzrob,82,82,82,713.,2025,1
714.,Jaroslav Koldinský,Czech Rep.,Koldinsky,82,82,82,714.,2025,1
715.,yusuke nakamura yupon,Japan,yuponex,82,82,82,715.,2025,1
716.,Magda Kurzawa,Poland,,81,81,81,716.,2025,1
717.,Kamal Lohia,India,,80,80,80,717.,2025,1
718.,Julie Gaddy,USA,WeatherGal,80,80,80,718.,2025,1
719.,Sirawit Chinchalongporn,Thailand,teenoiz,80,80,80,719.,2025,1
720.,Yumi Wada,Japan,,80,80,80,720.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
721.,Wojciech Gryciuk,Poland,wgryciuk,80,80,80,721.,2025,1
722.,Balázs Ababi,Romania,Bebe,80,80,80,722.,2025,1
723.,Karol Sitkowski,Poland,karops,80,80,80,723.,2025,1
724.,Marek Gaspar,Slovakia,Marek G,80,80,80,724.,2025,1
725.,Andrew Hore,Australia,,79,79,79,725.,2025,1
726.,Takuto Kikuchi,Japan,KKT89,79,79,79,726.,2025,1
727.,Beat Amstutz,Switzerland,Beat Amstutz,77,77,77,727.,2025,1
728.,Oyun-erdene Adiyajav,Mongolia,Yuka206,77,77,77,728.,2025,1
729.,Lionel HUBER,France,,77,77,77,729.,2025,1
730.,KLAUDIA ZWOLINSKA ZWOLINSKA,Poland,klaudynella,77,77,77,730.,2025,1
731.,Wieke Bergers,Netherlands,,77,77,77,731.,2025,1
732.,Rattanawan Khattiyakul,Thailand,Rattanawan Khattiyakul,77,77,77,732.,2025,1
733.,parameswaran rajan,India,,77,77,77,733.,2025,1
734.,Katarzyna Zakrzewska,Poland,Kasia_126,77,77,77,734.,2025,1
735.,Archit Mokashi,India,kasparov124,77,77,77,735.,2025,1
736.,Sergey Odintsov,Poland,Sergey Odintsov,77,77,77,736.,2025,1
737.,Huaiyu Wu,USA,,77,77,77,737.,2025,1
738.,Johann Müller,South Africa,Pietie,77,77,77,738.,2025,1
739.,Roman Mureika,Canada,romanm44,77,77,77,739.,2025,1
740.,Sana Cimerman,Croatia,sanacimerman,77,77,77,740.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
741.,Rainer Biegler,Germany,HuDu,77,77,77,741.,2025,1
742.,Markku Lahti,Finland,Markku,76,76,76,742.,2025,1
743.,Jorge Robledo,Argentina,jaroble,75,75,75,743.,2025,1
744.,Irene Oubrier,France,Ireneo,74,74,74,744.,2025,1
745.,Prayoga Ramadhani Yoga,Indonesia,YogaRamadhan,72,72,72,745.,2025,1
746.,Jan Fiala,Czech Rep.,,72,72,72,746.,2025,1
747.,Agnieszka Mazurkiewicz,Poland,Aga_Mum,72,72,72,747.,2025,1
748.,Peter Glink,Australia,Peter Profundo,72,72,72,748.,2025,1
749.,John McKewen,USA,antsaresocrazy,72,72,72,749.,2025,1
750.,Giuseppe De Camillis,Italy,giuseppe decamillis,72,72,72,750.,2025,1
751.,Beatrice Pige,France,,69,69,69,751.,2025,1
752.,Sofia Silva,Portugal,,62,62,62,752.,2025,1
753.,Brenda Troisi,USA,btroisi,60,60,60,753.,2025,1
754.,Pavla Varmužková,Czech Rep.,kincka,60,60,60,754.,2025,1
