#,Name,Country,Nick,Points,GP_t1 points,GP_t1 rank. points,GP_t1 position,year,round
51.,Walker Anderson,USA,WA1729,603,603,603,51.,2025,1
52.,Aubin Danzo,France,,603,603,603,52.,2025,1
53.,Sam Cappleman-Lynes,UK,Feadoor,597.2,597.2,597.2,53.,2025,1
54.,Tina Bratim,Croatia,Tinica,586,586,586,54.,2025,1
55.,Анхбаяр Сүхээ,Mongolia,ankhbayar,586,586,586,55.,2025,1
56.,Patrick Kanz,Germany,Alfred Noobel,586,586,586,56.,2025,1
57.,Se Joon Jang,"Korea, South",jonahjang,586,586,586,57.,2025,1
58.,Calum Mailer,UK,,584,584,584,58.,2025,1
59.,Byron Calver,Canada,ByronosaurusRex,583,583,583,59.,2025,1
60.,Anne Limoges,France,,583,583,583,60.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
61.,徐晨皓 samuelxu,China,嘉和逆天,580,580,580,61.,2025,1
62.,Adem Jaziri,Tunisia,Adem Jaziri,578,578,578,62.,2025,1
63.,Yoseph Mak,USA,symbolic23,578,578,578,63.,2025,1
64.,Naoki Sekiya,Japan,,577,577,577,64.,2025,1
65.,Jérôme LACOSTE,France,geronimo92,572,572,572,65.,2025,1
66.,Thomas Luo,USA,tluo5458,570,570,570,66.,2025,1
67.,Jiacheng Song,China,youyuqingwa,568,568,568,67.,2025,1
68.,Hwangrae Lee,"Korea, South",Spica,568,568,568,68.,2025,1
69.,Ryusuke Nishiyama,Japan,,568,568,568,69.,2025,1
70.,Hannes Sidorov,Estonia,HannesB0Y,568,568,568,70.,2025,1
71.,Tingyan Qian,China,Leo Qian,568,568,568,71.,2025,1
72.,Candice Solidarios,Philippines,,566,566,566,72.,2025,1
73.,Harsh Poddar,India,,566,566,566,73.,2025,1
74.,Tomasz Stróżak,Poland,strozo,561,561,561,74.,2025,1
75.,Judyta Izabela Bujnowska,Poland,JuIza,555,555,555,75.,2025,1
76.,Freddie Hand,UK,Puzzle_Maestro,548,548,548,76.,2025,1
77.,Lennart Muijres,Netherlands,Leonardo024,547,547,547,77.,2025,1
78.,Serhii Tyshchenko,Ukraine,tsergiiv,546,546,546,78.,2025,1
79.,Jan Novotný,Czech Rep.,KrtekHonza,546,546,546,79.,2025,1
80.,Gyimesi Zoltán,Hungary,Hunsudoku,546,546,546,80.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
81.,Kevin Sun,Canada,ksun48,544,544,544,81.,2025,1
82.,Jan Zverina,Czech Rep.,,544,544,544,82.,2025,1
83.,hyuk sun Kwon,"Korea, South",dolgore63,526,526,526,83.,2025,1
84.,Sed Holaysan,Philippines,,526,526,526,84.,2025,1
85.,Alexander Tsegenko,Russia,Tsegen,526,526,526,85.,2025,1
86.,Robert Vollmert,Germany,rob,525,525,525,86.,2025,1
87.,Valentin Miakinen,France,Barbitos,513,513,513,87.,2025,1
88.,Kazuya Yamamoto,Japan,Hazakura,512,512,512,88.,2025,1
89.,Andrej Plaštiak,Slovakia,Andrej,512,512,512,89.,2025,1
90.,Jelena Balanova,Latvia,,511,511,511,90.,2025,1
91.,Sylvain Caudmont,France,sisi59,510,510,510,91.,2025,1
92.,Édouard Lebeau,France,mandourin,510,510,510,92.,2025,1
93.,Christian König,Germany,CJK,504,504,504,93.,2025,1
94.,Takuma Kitamura,Japan,SP1,501,501,501,94.,2025,1
95.,Zimi Li,China,daipa,501,501,501,95.,2025,1
96.,Enyang Li,China,Leee,498,498,498,96.,2025,1
97.,Jack Lawrence,UK,,496,496,496,97.,2025,1
98.,Don Wu,Taiwan,,494,494,494,98.,2025,1
99.,Lucy Epstein,USA,,494,494,494,99.,2025,1
100.,Jana Novotná,Czech Rep.,tojejedno,494,494,494,100.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
101.,Orhun Yüksel,Turkey,Niverio,492,492,492,101.,2025,1
102.,Matthew Hambacher,USA,Cozy,489,489,489,102.,2025,1
103.,Qianzi Li,China,Wise Cat,488,488,488,103.,2025,1
104.,Tom Collyer,UK,,486,486,486,104.,2025,1
105.,Rebecca Chang,USA,Bec,481,481,481,105.,2025,1
106.,Hikaru Muraoka,Japan,k_night,480,480,480,106.,2025,1
107.,Gabriela Jaselska,Slovakia,,480,480,480,107.,2025,1
108.,Hawel Manuela,Austria,,480,480,480,108.,2025,1
109.,Satoshi Ando,Japan,aldentea,478,478,478,109.,2025,1
110.,Matteo Fedeli,Italy,Yoshi Baroshi,476,476,476,110.,2025,1
111.,Zhenxin Gao,China,GreatZX,476,476,476,111.,2025,1
112.,Pavel Kadlečík,Czech Rep.,kousek-nebe,476,476,476,112.,2025,1
113.,Tsukiko Kitagawa,Japan,Tsuuu,473,473,473,113.,2025,1
114.,Adam Bissett,UK,,472,472,472,114.,2025,1
115.,XiaoWei Huang,China,xiao01wei,467,467,467,115.,2025,1
116.,Annick Weyzig,Netherlands,sojaboon,467,467,467,116.,2025,1
117.,Taigo Ando,Japan,Tigereye,466,466,466,117.,2025,1
118.,Denis Auroux,France,auroux,466,466,466,118.,2025,1
119.,Clover Moon,USA,clover,461,461,461,119.,2025,1
120.,Frederick Gutierrez Jr.,Philippines,Fredo,460,460,460,120.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
121.,Pitchaya Apichetyota,Thailand,ryuryuryu,459,459,459,121.,2025,1
122.,Xuân Dương Lê,Vietnam,leduongk65cbuet,458,458,458,122.,2025,1
123.,Larissa Rudolph,Germany,Lali,454,454,454,123.,2025,1
124.,Krystian Świderski,Poland,karzym,452,452,452,124.,2025,1
125.,akash doulani,India,akashdoulani78,452,452,452,125.,2025,1
126.,Maciej Ignaciuk,Poland,,451,451,451,126.,2025,1
127.,Svetlozar Stefanov,Bulgaria,zorko,451,451,451,127.,2025,1
128.,Matt Leonard,USA,ML,450,450,450,128.,2025,1
129.,Natália Chanová,Slovakia,natalka,448,448,448,129.,2025,1
130.,Yuki Kajihara,Japan,Shiraoka,447,447,447,130.,2025,1
131.,Verena Möhler,Germany,moeve,446,446,446,131.,2025,1
132.,Tomasz Skalski,Poland,,443,443,443,132.,2025,1
133.,Mariëlle Hoexum,Netherlands,malelle12,442,442,442,133.,2025,1
134.,Kevin Filmawan,Indonesia,kevinfil,441,441,441,134.,2025,1
135.,Timothy Tan,USA,arceus23,438,438,438,135.,2025,1
136.,Pattrachai Lueangdechanurak,Thailand,Pattrachai,438,438,438,136.,2025,1
137.,Janelle Aleisonne Navarro,Philippines,aliii,438,438,438,137.,2025,1
138.,思怡 林,China,linlatiao,438,438,438,138.,2025,1
139.,Jhonny Cruz Mestanza,Peru,ElXouny,438,438,438,139.,2025,1
140.,anil khosla,India,,438,438,438,140.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
141.,Anna Wąsowska,Poland,ancyna,438,438,438,141.,2025,1
142.,Jan Češka,Czech Rep.,janceska,438,438,438,142.,2025,1
143.,Martin Bråten,Norway,Piatato,438,438,438,143.,2025,1
144.,Zoe Ashford,UK,Zo_Ashford,437,437,437,144.,2025,1
145.,Heather Golding,UK,,436,436,436,145.,2025,1
146.,自 然,China,zrlyg,432,432,432,146.,2025,1
147.,SeongHwa Hong,"Korea, South",,430,430,430,147.,2025,1
148.,Qingyu Shi,China,Qingyu,430,430,430,148.,2025,1
149.,Philippe Meyer,France,FifiR,427,427,427,149.,2025,1
150.,Ondřej Motlíček,Czech Rep.,,423,423,423,150.,2025,1
151.,Nicole Schumann,Germany,Mira,422,422,422,151.,2025,1
152.,ali kılıç,Turkey,ali-kilic,419,419,419,152.,2025,1
153.,Jeremy Kong,UK,jkong,418,418,418,153.,2025,1
154.,Wei-Hwa Huang,USA,onigame,417,417,417,154.,2025,1
155.,Jotaro Miyamoto,Japan,,417,417,417,155.,2025,1
156.,Jakub Hrazdira,Czech Rep.,Gotroch,417,417,417,156.,2025,1
157.,Dan Katz,USA,Spelvin,415,415,415,157.,2025,1
158.,Torsten Rogoll,Germany,,414,414,414,158.,2025,1
159.,Jiaqi Qin,China,Noame Qin,414,414,414,159.,2025,1
160.,Kristi Lehto,Estonia,,414,414,414,160.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
161.,Ran Liao,China,snakeeyes,414,414,414,161.,2025,1
162.,Florian Meschenmoser,Germany,,413,413,413,162.,2025,1
163.,Jackie Anderson,USA,jackie,413,413,413,163.,2025,1
164.,Michael Kreiger,USA,Michael_K3,412,412,412,164.,2025,1
165.,Sumate Juariyamark,Thailand,MrLiang,412,412,412,165.,2025,1
166.,Dennis Keetman,Netherlands,DennisK,412,412,412,166.,2025,1
167.,Jeffrey Huang,USA,jeff10,412,412,412,167.,2025,1
168.,Yuta Nagata,Japan,nyuta,410,410,410,168.,2025,1
169.,Soji Kubota,Japan,fff1015,407,407,407,169.,2025,1
170.,Aashay Patil,India,aashay,406,406,406,170.,2025,1
171.,Agnieszka Buczma,Poland,agabum,404,404,404,171.,2025,1
172.,Klára Vytisková,Czech Rep.,QKV,404,404,404,172.,2025,1
173.,DHRUVARAJSINH PUWAR,India,Dhruvarajsinh,404,404,404,173.,2025,1
174.,Ravi chandran,India,ravilp,404,404,404,174.,2025,1
175.,Leonidas Giannouzakos,Greece,bookie,404,404,404,175.,2025,1
176.,Fabjan Markovinović,Croatia,fabjanm,404,404,404,176.,2025,1
177.,Quốc Hoàng Đình Anh,Vietnam,,400,400,400,177.,2025,1
178.,Kerry Xing,USA,kxing,399,399,399,178.,2025,1
179.,Roger Kohler,Switzerland,ropeko,398,398,398,179.,2025,1
180.,Sara Terveer,Germany,,397,397,397,180.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
181.,danya mos,Netherlands,danya,396,396,396,181.,2025,1
182.,Yuji Yamamoto,Japan,utime,393,393,393,182.,2025,1
183.,Veronika Macků,Czech Rep.,Pherenike,393,393,393,183.,2025,1
184.,Elise Harivel,France,EliseH,393,393,393,184.,2025,1
185.,Man He,China,dodomos,389,389,389,185.,2025,1
186.,Riley Guerin,Australia,Bluey,387,387,387,186.,2025,1
187.,Jan Farkas,Slovakia,slovak,386,386,386,187.,2025,1
188.,Nathalie Catinot,France,,384,384,384,188.,2025,1
189.,Lisa Loheide-Niesmann,Germany,,384,384,384,189.,2025,1
190.,Stefan Gaspar,Slovakia,pista,382,382,382,190.,2025,1
191.,Ned Walker,UK,nedwalker,382,382,382,191.,2025,1
192.,Michal Matyska,Czech Rep.,mtronic,381,381,381,192.,2025,1
193.,Veronika Hrubjáková,Slovakia,,380,380,380,193.,2025,1
194.,Martijn Goorden,Netherlands,Qwerty,380,380,380,194.,2025,1
195.,Mark Sweep,Netherlands,Frostini,378,378,378,195.,2025,1
196.,Solomon Granor,USA,SSG,378,378,378,196.,2025,1
197.,Gennady Korotkevich,Belarus,tourist,378,378,378,197.,2025,1
198.,Tom Krejčí,Czech Rep.,tierra,378,378,378,198.,2025,1
199.,Иван Георгиев,Bulgaria,Vanko1914,378,378,378,199.,2025,1
200.,Charles Steinhardt,Denmark,CSteinhardt,378,378,378,200.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
201.,Joshua Fernandes,USA,,378,378,378,201.,2025,1
202.,Magdalena Bernacik,Poland,,377,377,377,202.,2025,1
203.,Elena Aivazopoulou,Greece,,376,376,376,203.,2025,1
204.,Shinichi Aoki,Japan,,374,374,374,204.,2025,1
205.,Asterios Varsamis-Kyratlidis,Greece,avarsamis,374,374,374,205.,2025,1
206.,Jonathan Bode,USA,bodemeister,372,372,372,206.,2025,1
207.,Dolev Sacher,Israel,DolevS,369,369,369,207.,2025,1
208.,Kartik Reddy,India,,368,368,368,208.,2025,1
209.,Victor Larsen,USA,shraeye,365,365,365,209.,2025,1
210.,Frédéric PREVOT,France,Ours Blanc,364,364,364,210.,2025,1
211.,Roberto Lee,Taiwan,robertolee,360,360,360,211.,2025,1
212.,Manuel Poliszuk,Argentina,Qhaces,360,360,360,212.,2025,1
213.,Nora Borst,USA,,360,360,360,213.,2025,1
214.,Wan Pei Jun,Malaysia,PeiJun,358,358,358,214.,2025,1
215.,Gino Hsu,Taiwan,Gino,358,358,358,215.,2025,1
216.,Kahraman Gunduz,Turkey,piiz,358,358,358,216.,2025,1
217.,Pavlos Zacharopoulos,Greece,t12345678,358,358,358,217.,2025,1
218.,Matteo Testa,Italy,,358,358,358,218.,2025,1
219.,Hermelin Geoffroy,France,wikmouic,358,358,358,219.,2025,1
220.,Tim Miller,USA,timjamiller,357,357,357,220.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
221.,haizhi zhang,China,岁月刀,356,356,356,221.,2025,1
222.,Erik Amor,Estonia,,354,354,354,222.,2025,1
223.,Zhen Fan,China,FierceHAuCl4,352,352,352,223.,2025,1
224.,Karolina Olszewska,Poland,arolinao,350,350,350,224.,2025,1
225.,esra aydemir,Turkey,aras,350,350,350,225.,2025,1
226.,Justyna Wójcik,Poland,Hitori69,350,350,350,226.,2025,1
227.,Hemant Kr Malani,India,,350,350,350,227.,2025,1
228.,Matthias Schmitt,Germany,Schma,349,349,349,228.,2025,1
229.,Margit Scheler,Estonia,pargitool,348,348,348,229.,2025,1
230.,Matthew White,UK,,342,342,342,230.,2025,1
231.,梓睿 王,China,Wang Zirui,340,340,340,231.,2025,1
232.,Kuan Yu Lin,Taiwan,xupej04m3,340,340,340,232.,2025,1
233.,Scott Williams,USA,Mr. W the Math Teacher,339,339,339,233.,2025,1
234.,Diana Skrhova,Slovakia,Anaid,339,339,339,234.,2025,1
235.,yong seok Choi,"Korea, South",EoHeongMat,338,338,338,235.,2025,1
236.,Ruben Gafencu,Romania,rubbeng,338,338,338,236.,2025,1
237.,Kartal Nagy,Hungary,kartal,336,336,336,237.,2025,1
238.,Jonathan Prine,USA,,336,336,336,238.,2025,1
239.,Deren Çağlayan,Turkey,,336,336,336,239.,2025,1
240.,Gabriele Carelli,Italy,GaS,332,332,332,240.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
241.,Pavel Kocka,Czech Rep.,hawranomut,331,331,331,241.,2025,1
242.,Seyeon Lo,Hong Kong,Seyeonnie,329,329,329,242.,2025,1
243.,Chris Reintal,Estonia,,329,329,329,243.,2025,1
244.,Mathilde Prouvost,France,ThithildeProuv,328,328,328,244.,2025,1
245.,Reinier Schmiermann,Netherlands,Reinier,328,328,328,245.,2025,1
246.,Arvis Brizga,Latvia,,328,328,328,246.,2025,1
247.,Elizabeth Izaks,Netherlands,,327,327,327,247.,2025,1
248.,Jiri Hrdina,Czech Rep.,jhrdina,326,326,326,248.,2025,1
249.,Krzysztof Dwużnik,Poland,,325,325,325,249.,2025,1
250.,Erin Sosnoski,USA,ESos,324,324,324,250.,2025,1
251.,Vasso Kalaitzidou,Greece,vasso,324,324,324,251.,2025,1
252.,Keheng Hou,China,漩涡小饼干,324,324,324,252.,2025,1
253.,Mikhail Shishkin,Russia,NinetySeven,324,324,324,253.,2025,1
254.,Henning Kalsgaard Poulsen,Denmark,Kalsgaard,324,324,324,254.,2025,1
255.,Lenka Chaloupková,Czech Rep.,,324,324,324,255.,2025,1
256.,Deyan Razsadov,Bulgaria,Deyan,324,324,324,256.,2025,1
257.,Tomoya Kimura,Japan,panista,323,323,323,257.,2025,1
258.,Łukasz Skrzypczyński,Poland,skrzypl1,322,322,322,258.,2025,1
259.,Takeshi Kawasaki,Japan,,322,322,322,259.,2025,1
260.,Patrick Schaffter,Switzerland,,322,322,322,260.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
261.,Rianda Jenema,Netherlands,Rianda,322,322,322,261.,2025,1
262.,Karel Doskocil,Czech Rep.,carlos5,321,321,321,262.,2025,1
263.,Félix Meyer,France,,321,321,321,263.,2025,1
264.,Tim Tom,UK,timimimimim,320,320,320,264.,2025,1
265.,Michael Tang,USA,mstang,319,319,319,265.,2025,1
266.,Zhichao Li,China,Goldsand,319,319,319,266.,2025,1
267.,Tomasz Stachurski,Poland,,318,318,318,267.,2025,1
268.,(Rainy) Chiến Lê Minh,Vietnam,muaroivt1998,318,318,318,268.,2025,1
269.,Claudine Thiry,Luxembourg,dodine,317,317,317,269.,2025,1
270.,Tianyu Qi,China,shedarshian,316,316,316,270.,2025,1
271.,Luca Marenchino,Italy,MrWutki,315,315,315,271.,2025,1
272.,Nicholas Allendorf,USA,Shogia,314,314,314,272.,2025,1
273.,Sung-Won Jin,"Korea, South",swj219,314,314,314,273.,2025,1
274.,Michał Wójcik,Poland,mwojcik96,313,313,313,274.,2025,1
275.,陈昱 chenyu,China,,313,313,313,275.,2025,1
276.,Yunus Emre Büyükkale,Turkey,ynus,311,311,311,276.,2025,1
277.,Taylor Bu,China,,308,308,308,277.,2025,1
278.,Martin Fundarek,Slovakia,,305,305,305,278.,2025,1
279.,Iva Rabar,Croatia,,304,304,304,279.,2025,1
280.,爽 覃,China,Shuang Qin,304,304,304,280.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
281.,Torashige Maki,Japan,,303,303,303,281.,2025,1
282.,Valeria Losasso,Italy,hopethisoneworks,303,303,303,282.,2025,1
283.,桃 刘,China,桃菜菜,301,301,301,283.,2025,1
284.,jun seo ha,"Korea, South",mathjuny,301,301,301,284.,2025,1
285.,Alex Koek,Netherlands,,301,301,301,285.,2025,1
286.,Jaan Laks,Estonia,salmo,299,299,299,286.,2025,1
287.,Alexander Karpan,Ukraine,AlexKarpan,299,299,299,287.,2025,1
288.,Tu Nguyen,Vietnam,thanhtu26,299,299,299,288.,2025,1
289.,Pika Založnik,Slovenia,pzalozni,299,299,299,289.,2025,1
290.,Anna Szymańska,Poland,annasz,298,298,298,290.,2025,1
291.,Giulia Cossutti,Italy,elc,296,296,296,291.,2025,1
292.,Věra Šramková,Czech Rep.,jolly,295,295,295,292.,2025,1
293.,Cara Dowell,USA,,294,294,294,293.,2025,1
294.,Wanru Hong,China,,293,293,293,294.,2025,1
295.,Peter Hornak,Slovakia,petho,293,293,293,295.,2025,1
296.,Ibon Arregui,Spain,ibon,293,293,293,296.,2025,1
297.,Yosuke Imai,Japan,101 Yosuke,293,293,293,297.,2025,1
298.,jean-Baptiste RIDOUARD,France,Roxis,293,293,293,298.,2025,1
299.,Svilen Dyakovski,Bulgaria,sdyakovski,293,293,293,299.,2025,1
300.,michele bongiorno,Italy,wiseman89,292,292,292,300.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
301.,Veronika Kolvekova,Slovakia,,291,291,291,301.,2025,1
302.,Karel Sterba,Czech Rep.,chlien,291,291,291,302.,2025,1
303.,Andri Purnama Ramadan,Indonesia,Nusi,291,291,291,303.,2025,1
304.,achille massimo capecce,Italy,achille,290,290,290,304.,2025,1
305.,Imke Herold,Germany,,290,290,290,305.,2025,1
306.,Veronika Lengauer,Germany,garganegra,290,290,290,306.,2025,1
307.,Frank Wang,USA,,285,285,285,307.,2025,1
308.,Shuohang Chen,China,shuohang,284,284,284,308.,2025,1
309.,zhiyang Tong,China,泡芙,284,284,284,309.,2025,1
310.,Pawel Kepczynski,Poland,pafcio,284,284,284,310.,2025,1
311.,Jason Lee,USA,,283,283,283,311.,2025,1
312.,Jonathan Yu,Philippines,sudokutrash,282,282,282,312.,2025,1
313.,zhengyi xie,China,zhengyi717,282,282,282,313.,2025,1
314.,Vladlen Karpov,Russia,,282,282,282,314.,2025,1
315.,PERRIDY FRANCK,France,PELIKAN03,282,282,282,315.,2025,1
316.,Yusuke Hara,Japan,Hikaru,282,282,282,316.,2025,1
317.,Marek Oja,Estonia,,282,282,282,317.,2025,1
318.,Jiachen Tang,China,SuikaPredator,282,282,282,318.,2025,1
319.,Marco Pellegrini,Italy,m19700530,282,282,282,319.,2025,1
320.,Kai Long Yip,Hong Kong,,282,282,282,320.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
321.,David Braun,Hungary,Braunka625,282,282,282,321.,2025,1
322.,Noriyuki Machimura,Japan,,282,282,282,322.,2025,1
323.,Julien Bonneville,France,goodcity,281,281,281,323.,2025,1
324.,Nickolai Whitlow,USA,,281,281,281,324.,2025,1
325.,XXX XXX,China,Sloth,281,281,281,325.,2025,1
326.,Ivan Laptiev,Russia,Yason,281,281,281,326.,2025,1
327.,Yu Huang,China,hy1988,281,281,281,327.,2025,1
328.,Sébastien Tainon,France,Arkandias,280,280,280,328.,2025,1
329.,Jaroslav Grajciar ml.,Slovakia,Jarck,279,279,279,329.,2025,1
330.,Eugenia Khaikhina,Canada,gigi_kh,279,279,279,330.,2025,1
331.,Benedek Kovács,Hungary,,279,279,279,331.,2025,1
332.,Aleksei Daniliuk,UK,Um_nik,278,278,278,332.,2025,1
333.,Ulla Elsilä,Finland,UllaE,277,277,277,333.,2025,1
334.,Zoé Weiblé,France,,274,274,274,334.,2025,1
335.,Volker Plassmann,Germany,,273,273,273,335.,2025,1
336.,Connor Sell,USA,,271,271,271,336.,2025,1
337.,Ümit Volkan ÖZTÜRK,Turkey,volkirik,270,270,270,337.,2025,1
338.,Anuradha Ganesh,India,AnuGanesh,270,270,270,338.,2025,1
339.,Andrzej Dalach,Poland,Gladmax,270,270,270,339.,2025,1
340.,Jakub Dobrzański,Poland,,270,270,270,340.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
341.,Szilvia Nagy,Hungary,,270,270,270,341.,2025,1
342.,Václav Jasanský,Czech Rep.,Nikro,270,270,270,342.,2025,1
343.,Armando III Dela Cruz,Philippines,,270,270,270,343.,2025,1
344.,Anecha Aunbun,Thailand,Fiw,270,270,270,344.,2025,1
345.,György Herke,Hungary,Gyuszi13,269,269,269,345.,2025,1
346.,Miroslav Salaga,Slovakia,macko,269,269,269,346.,2025,1
347.,Alexander Kirlitsa,Russia,Hitrez,269,269,269,347.,2025,1
348.,Seiu Tei,Japan,pleiades,267,267,267,348.,2025,1
349.,Kanz Jacqueline,Germany,LaChica,264,264,264,349.,2025,1
350.,Julia Hayward,UK,JuliaH,262,262,262,350.,2025,1
351.,Sakulbuth Ekvittayaniphon,Thailand,lemononmars,261,261,261,351.,2025,1
352.,Benji Martin,UK,Benjango,261,261,261,352.,2025,1
353.,Chen-Xiu Lin,Taiwan,NaMgAl,259,259,259,353.,2025,1
354.,Olga Shut,Belarus,OlgaShut,259,259,259,354.,2025,1
355.,Jerry Weir,Canada,,258,258,258,355.,2025,1
356.,Thananchai Aroonsaengroj,Thailand,minthananchai,257,257,257,356.,2025,1
357.,Jouni Harjumäki,Finland,,256,256,256,357.,2025,1
358.,Renfei Gong,China,OnionSalad,256,256,256,358.,2025,1
359.,Anna Marzec,Poland,Fertilianum,255,255,255,359.,2025,1
360.,Yuka Jo,Japan,melvy,254,254,254,360.,2025,1
#,Name,Country,Nick,Points,Points,Points,#,2025,1
361.,Zdenka Pácalová,Czech Rep.,zdenkap,254,254,254,361.,2025,1
362.,Katarzyna Rumiancew,Poland,rumianek,252,252,252,362.,2025,1
363.,S S,Canada,,251,251,251,363.,2025,1
364.,Grzegorz Bajor,Poland,,251,251,251,364.,2025,1
365.,Jordan John Lee,USA,AirJordanLee24,251,251,251,365.,2025,1
366.,Jiapei Zou,China,likeat2best,251,251,251,366.,2025,1
367.,yichen BU,China,,251,251,251,367.,2025,1
368.,Thananon Boonkrong,Thailand,B. Thananon,250,250,250,368.,2025,1
369.,Vassili Paput,France,,250,250,250,369.,2025,1
370.,Jean Robert,France,khazimir,250,250,250,370.,2025,1
371.,ZRINKA KARAČIĆ,Croatia,,249,249,249,371.,2025,1
372.,Krutika Puwar,India,Puwar Krutika,249,249,249,372.,2025,1
373.,Tobias Kraft,Germany,Toseflo,249,249,249,373.,2025,1
374.,Martina Prinerová,Slovakia,eifel_mp,249,249,249,374.,2025,1
