#,Name,Country,Nick,Points,GP_t1 points,GP_t1 rank. points,GP_t1 position,year,round
37.,Timothy Doyle,France,Timothy,607,607,607,37.,2026,1
38.,David Jones,Canada,WMathie,596,596,596,38.,2026,1
39.,SeongHwa Hong,"Korea, South",,595,595,595,39.,2026,1
40.,Jakub Hrazdira,Czech Rep.,Gotroch,584,584,584,40.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
41.,雨 南宫,China,南宫雨,580,580,580,41.,2026,1
42.,Heyu Wang,China,Heyu Wang,574,574,574,42.,2026,1
43.,Akio Tanabe,Japan,akio,568,568,568,43.,2026,1
44.,Eva Schuckert,Austria,,564,564,564,44.,2026,1
45.,Tyler Chen,USA,tchenn,559,559,559,45.,2026,1
46.,Tomasz Stróżak,Poland,strozo,558,558,558,46.,2026,1
47.,CJ Tan,Philippines,hetan,557,557,557,47.,2026,1
48.,Hideaki Jo,Japan,,556,556,556,48.,2026,1
49.,Tom Collyer,UK,,555,555,555,49.,2026,1
50.,Calum Mailer,UK,,549,549,549,50.,2026,1
51.,Pavel Kadlečík,Czech Rep.,kousek-nebe,546,546,546,51.,2026,1
52.,Xingjian Cui,China,,546,546,546,52.,2026,1
53.,Freddie Hand,UK,Puzzle_Maestro,546,546,546,53.,2026,1
54.,Veronika Macků,Czech Rep.,Pherenike,545,545,545,54.,2026,1
55.,Sumate Juariyamark,Thailand,MrLiang,542,542,542,55.,2026,1
56.,Rintaro Matsumoto,Japan,,539,539,539,56.,2026,1
57.,Dennis Keetman,Netherlands,DennisK,526,526,526,57.,2026,1
58.,Judyta Izabela Bujnowska,Poland,JuIza,521,521,521,58.,2026,1
59.,Yuki Kajihara,Japan,Shiraoka,520,520,520,59.,2026,1
60.,Adem Jaziri,Tunisia,Adem Jaziri,520,520,520,60.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
61.,Valentin Miakinen,France,Barbitos,512,512,512,61.,2026,1
62.,Kishore Sridharan,India,kishy72,512,512,512,62.,2026,1
63.,Tingyan Qian,China,Leo Qian,508,508,508,63.,2026,1
64.,cheng hao zhang,China,浩之呈,508,508,508,64.,2026,1
65.,Philippe Meyer,France,FifiR,500,500,500,65.,2026,1
66.,Bastien Vial-Jaime,France,,496,496,496,66.,2026,1
67.,Arvis Brizga,Latvia,,487,487,487,67.,2026,1
68.,Ragnar Kruberg,Estonia,Krubi,483,483,483,68.,2026,1
69.,Kazuya Yamamoto,Japan,Hazakura,483,483,483,69.,2026,1
70.,SHANSHUI WANYAN,China,SHMETROreciter,483,483,483,70.,2026,1
71.,Wan Pei Jun,Malaysia,PeiJun,482,482,482,71.,2026,1
72.,Naoki Sekiya,Japan,,482,482,482,72.,2026,1
73.,Weifan Wang,China,qw014052,473,473,473,73.,2026,1
74.,Hwangrae Lee,"Korea, South",Spica,467,467,467,74.,2026,1
75.,Orhun Yüksel,Turkey,Niverio,464,464,464,75.,2026,1
76.,zhonghua Huang,China,yangzhou,463,463,463,76.,2026,1
77.,Maxim Li,USA,28 degrees,463,463,463,77.,2026,1
78.,Sed Holaysan,Philippines,,455,455,455,78.,2026,1
79.,mi yanming,China,,453,453,453,79.,2026,1
80.,Christian König,Germany,CJK,451,451,451,80.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
81.,Yuzheng Lian,China,blexxx,448,448,448,81.,2026,1
82.,Klára Vytisková,Czech Rep.,QKV,447,447,447,82.,2026,1
83.,MOMO MOMO,Albania,Spreamu,447,447,447,83.,2026,1
84.,city isolated,China,isolatedcity,447,447,447,84.,2026,1
85.,Hannes Sidorov,Estonia,HannesB0Y,447,447,447,85.,2026,1
86.,Boyan Dong,China,,445,445,445,86.,2026,1
87.,Jack Lawrence,UK,,436,436,436,87.,2026,1
88.,Byron Calver,Canada,ByronosaurusRex,434,434,434,88.,2026,1
89.,Zhen Fan,China,FierceHAuCl4,433,433,433,89.,2026,1
90.,Roberto Lee,Taiwan,robertolee,429,429,429,90.,2026,1
91.,yongbu Wang,China,WangYongbu,428,428,428,91.,2026,1
92.,Yuta Nagata,Japan,nyuta,428,428,428,92.,2026,1
93.,hyuk sun Kwon,"Korea, South",dolgore63,427,427,427,93.,2026,1
94.,Xuân Dương Lê,Vietnam,leduongk65cbuet,421,421,421,94.,2026,1
95.,Martijn Goorden,Netherlands,Qwerty,420,420,420,95.,2026,1
96.,Clover Moon,USA,clover,420,420,420,96.,2026,1
97.,Pavel Kocka,Czech Rep.,hawranomut,419,419,419,97.,2026,1
98.,Krystian Świderski,Poland,karzym,415,415,415,98.,2026,1
99.,XiaoWei Huang,China,xiao01wei,413,413,413,99.,2026,1
100.,Frank Wang,USA,,412,412,412,100.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
101.,Se Joon Jang,"Korea, South",jonahjang,411,411,411,101.,2026,1
102.,Kartal Nagy,Hungary,kartal,411,411,411,102.,2026,1
103.,Joshua Fernandes,USA,,411,411,411,103.,2026,1
104.,Kartik Reddy,India,,409,409,409,104.,2026,1
105.,Qianzi Li,China,Wise Cat,406,406,406,105.,2026,1
106.,Jörg Zentgraf,Germany,,401,401,401,106.,2026,1
107.,Walker Anderson,USA,WA1729,401,401,401,107.,2026,1
108.,Zoe Ashford,UK,Zo_Ashford,400,400,400,108.,2026,1
109.,Aubin Danzo,France,,400,400,400,109.,2026,1
110.,Matthew Hambacher,USA,Cozy,398,398,398,110.,2026,1
111.,Wei-Hwa Huang,USA,onigame,394,394,394,111.,2026,1
112.,盛轩 李,China,Sunshine Lee,394,394,394,112.,2026,1
113.,Aashay Patil,India,aashay,392,392,392,113.,2026,1
114.,Leonidas Giannouzakos,Greece,bookie,392,392,392,114.,2026,1
115.,Florian Mauer,Germany,FlorianM79,392,392,392,115.,2026,1
116.,Adam Bissett,UK,,390,390,390,116.,2026,1
117.,Taro Arimatsu,Japan,tarotaro,390,390,390,117.,2026,1
118.,Mark Goodliffe,UK,magoo,389,389,389,118.,2026,1
119.,Larissa Rudolph,Germany,Lali,388,388,388,119.,2026,1
120.,Chen-Xiu Lin,Taiwan,NaMgAl,387,387,387,120.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
121.,Lubos Hyzak,Slovakia,,385,385,385,121.,2026,1
122.,Jiri Hrdina,Czech Rep.,jhrdina,385,385,385,122.,2026,1
123.,Lennart Muijres,Netherlands,Leonardo024,382,382,382,123.,2026,1
124.,Gyimesi Zoltán,Hungary,Hunsudoku,377,377,377,124.,2026,1
125.,Jonathan Bode,USA,bodemeister,376,376,376,125.,2026,1
126.,Andrea Pachera,Italy,Manitary,375,375,375,126.,2026,1
127.,Valerio Stancanelli,Italy,TheScrasse,375,375,375,127.,2026,1
128.,Zhenxin Gao,China,GreatZX,373,373,373,128.,2026,1
129.,zhiyang Tong,China,泡芙,370,370,370,129.,2026,1
130.,Anna Wąsowska,Poland,ancyna,370,370,370,130.,2026,1
131.,Jiaqi Qin,China,Noame Qin,368,368,368,131.,2026,1
132.,Jan Zverina,Czech Rep.,,365,365,365,132.,2026,1
133.,Ryusuke Nishiyama,Japan,,362,362,362,133.,2026,1
134.,Mikołaj Piotrowski,Poland,,362,362,362,134.,2026,1
135.,Victor Larsen,USA,shraeye,362,362,362,135.,2026,1
136.,Chris Narrikkattu,USA,narri,360,360,360,136.,2026,1
137.,Jiacheng Song,China,youyuqingwa,360,360,360,137.,2026,1
138.,Fabjan Markovinović,Croatia,fabjanm,360,360,360,138.,2026,1
139.,Rebecca Chang,USA,Bec,360,360,360,139.,2026,1
140.,Yuji Yamamoto,Japan,utime,358,358,358,140.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
141.,自 然,China,zrlyg,358,358,358,141.,2026,1
142.,Harsh Poddar,India,,358,358,358,142.,2026,1
143.,Elizabeth Izaks,Netherlands,,358,358,358,143.,2026,1
144.,Ankit Ramteke,India,NyxicSulfur,354,354,354,144.,2026,1
145.,Jeffrey Huang,USA,jeff10,354,354,354,145.,2026,1
146.,Harrison Beer,Australia,Harryjbeer,352,352,352,146.,2026,1
147.,Pavel Jaselský,Slovakia,pali7,350,350,350,147.,2026,1
148.,Denis Auroux,France,auroux,350,350,350,148.,2026,1
149.,Benji Martin,UK,Benjango,348,348,348,149.,2026,1
150.,Laura Tarchetti,Italy,fenicia,347,347,347,150.,2026,1
151.,Divjyot Singh,India,Divjyot Singh,346,346,346,151.,2026,1
152.,Arnaud Dumont,France,L00ping,346,346,346,152.,2026,1
153.,Nicholas Allendorf,USA,Shogia,346,346,346,153.,2026,1
154.,yong seok Choi,"Korea, South",EoHeongMat,345,345,345,154.,2026,1
155.,Takuma Muto,Japan,takmu,345,345,345,155.,2026,1
156.,Sakulbuth Ekvittayaniphon,Thailand,lemononmars,344,344,344,156.,2026,1
157.,Huaiyuan ZHANG,China,Amanda730,342,342,342,157.,2026,1
158.,Henning Kalsgaard Poulsen,Denmark,Kalsgaard,339,339,339,158.,2026,1
159.,Ben Ben,Taiwan,Ben,339,339,339,159.,2026,1
160.,Keheng Hou,China,漩涡小饼干,339,339,339,160.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
161.,Zhichao Li,China,Goldsand,339,339,339,161.,2026,1
162.,Hawel Manuela,Austria,,339,339,339,162.,2026,1
163.,Shichen Jing,China,晨赓客,339,339,339,163.,2026,1
164.,Phasit Chantachote,Thailand,SonicBlaze,336,336,336,164.,2026,1
165.,Svetlozar Stefanov,Bulgaria,zorko,336,336,336,165.,2026,1
166.,Takeru Sugai,Japan,to,335,335,335,166.,2026,1
167.,Jan Farkas,Slovakia,slovak,335,335,335,167.,2026,1
168.,Torashige Maki,Japan,,335,335,335,168.,2026,1
169.,Janelle Aleisonne Navarro,Philippines,aliii,334,334,334,169.,2026,1
170.,Rianda Jenema,Netherlands,Rianda,334,334,334,170.,2026,1
171.,Magdalena Bernacik,Poland,,332,332,332,171.,2026,1
172.,Nathalie Catinot,France,,331,331,331,172.,2026,1
173.,Tomasz Skalski,Poland,,328,328,328,173.,2026,1
174.,esra aydemir,Turkey,aras,328,328,328,174.,2026,1
175.,Andrzej Dalach,Poland,Gladmax,325,325,325,175.,2026,1
176.,Julien DAL ZOTTO,France,Dalzinho74,325,325,325,176.,2026,1
177.,Yifei Sun,China,Segment,322,322,322,177.,2026,1
178.,Andri Purnama Ramadan,Indonesia,Nusi,321,321,321,178.,2026,1
179.,Cheryl Gaul,USA,cgaul,318,318,318,179.,2026,1
180.,Lenka Chaloupková,Czech Rep.,,318,318,318,180.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
181.,Anecha Aunbun,Thailand,Fiw,316,316,316,181.,2026,1
182.,Karel Sterba,Czech Rep.,chlien,316,316,316,182.,2026,1
183.,Sirawit Pulketkij,Thailand,Sirawit,315,315,315,183.,2026,1
184.,Pavlos Zacharopoulos,Greece,t12345678,314,314,314,184.,2026,1
185.,Todd Geldon,USA,,314,314,314,185.,2026,1
186.,Margit Scheler,Estonia,pargitool,314,314,314,186.,2026,1
187.,Pitchaya Apichetyota,Thailand,ryuryuryu,313,313,313,187.,2026,1
188.,Corinna Kiekenbeck,Germany,,312,312,312,188.,2026,1
189.,Timothy Tan,USA,arceus23,309,309,309,189.,2026,1
190.,Filip Jabłoński,Poland,BigKokonat,307,307,307,190.,2026,1
191.,Valeria Losasso,Italy,hopethisoneworks,307,307,307,191.,2026,1
192.,Rouyan Shen,China,Shirley Shen,307,307,307,192.,2026,1
193.,Hikaru Muraoka,Japan,k_night,307,307,307,193.,2026,1
194.,Florian Habermann,Germany,Zzzyxas,307,307,307,194.,2026,1
195.,Gaurav Kumar Jain,India,Gaurav,307,307,307,195.,2026,1
196.,Torsten Rogoll,Germany,,307,307,307,196.,2026,1
197.,Tian Chen,China,Mei Ruan,305,305,305,197.,2026,1
198.,Howard Wilkinson,UK,HWHW,305,305,305,198.,2026,1
199.,Frédéric PREVOT,France,Ours Blanc,304,304,304,199.,2026,1
200.,志航 杨,China,dodomos,303,303,303,200.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
201.,Stefan Gaspar,Slovakia,pista,303,303,303,201.,2026,1
202.,Julien Bonneville,France,goodcity,303,303,303,202.,2026,1
203.,Anselme Vassor,France,,303,303,303,203.,2026,1
204.,Václav Jasanský,Czech Rep.,Nikro,303,303,303,204.,2026,1
205.,Tana Wattanawaroon,Thailand,TangentOfA,301,301,301,205.,2026,1
206.,Taigo Ando,Japan,Tigereye,300,300,300,206.,2026,1
207.,Kin Ting Chan,Hong Kong,,299,299,299,207.,2026,1
208.,Kevin Sun,Canada,ksun48,297,297,297,208.,2026,1
209.,Иван Георгиев,Bulgaria,Vanko1914,297,297,297,209.,2026,1
210.,Asterios Varsamis-Kyratlidis,Greece,avarsamis,297,297,297,210.,2026,1
211.,Claudine Thiry,Luxembourg,dodine,294,294,294,211.,2026,1
212.,Kristi Lehto,Estonia,,292,292,292,212.,2026,1
213.,Gennady Korotkevich,Belarus,tourist,291,291,291,213.,2026,1
214.,Elise Harivel,France,EliseH,290,290,290,214.,2026,1
215.,Mikhail Tikhomirov,Cyprus,endagorion,290,290,290,215.,2026,1
216.,Peter Hornak,Slovakia,petho,289,289,289,216.,2026,1
217.,Jeremy Kong,UK,jkong,289,289,289,217.,2026,1
218.,Benedek Kovács,Hungary,,285,285,285,218.,2026,1
219.,Kanz Jacqueline,Germany,LaChica,284,284,284,219.,2026,1
220.,Lucie Klimešová,Czech Rep.,,283,283,283,220.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
221.,Aleksei Daniliuk,UK,Um_nik,283,283,283,221.,2026,1
222.,Ulla Elsilä,Finland,UllaE,283,283,283,222.,2026,1
223.,Tushar Maheshwari,India,tushhr,281,281,281,223.,2026,1
224.,Heather Golding,UK,,280,280,280,224.,2026,1
225.,Quilhot Nicolas,France,Nico2,280,280,280,225.,2026,1
226.,Annick Weyzig,Netherlands,sojaboon,279,279,279,226.,2026,1
227.,Roger Kohler,Switzerland,ropeko,278,278,278,227.,2026,1
228.,Susanne Günther,Germany,zuzanina,278,278,278,228.,2026,1
229.,BLECON Francois,France,francwe,278,278,278,229.,2026,1
230.,Robert Vollmert,Germany,rob,275,275,275,230.,2026,1
231.,KG Lim,Malaysia,eegrak,275,275,275,231.,2026,1
232.,Ema Bosnić,Croatia,,275,275,275,232.,2026,1
233.,Momo Nekota,Japan,Tachibana,274,274,274,233.,2026,1
234.,Thananon Boonkrong,Thailand,B. Thananon,272,272,272,234.,2026,1
235.,Giulia Cossutti,Italy,elc,272,272,272,235.,2026,1
236.,Rin Saiki,Japan,rin204,271,271,271,236.,2026,1
237.,Veronika Kolvekova,Slovakia,,271,271,271,237.,2026,1
238.,Kerry Xing,USA,kxing,269,269,269,238.,2026,1
239.,Suyu Liu,China,Eric5678,268,268,268,239.,2026,1
240.,Daniel Zeng,USA,cheep,268,268,268,240.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
241.,Dan Katz,USA,Spelvin,268,268,268,241.,2026,1
242.,xxuurruuii xxuurruuii,China,xxuurruuii,267,267,267,242.,2026,1
243.,Łukasz Skrzypczyński,Poland,skrzypl1,267,267,267,243.,2026,1
244.,Serhii Tyshchenko,Ukraine,tsergiiv,267,267,267,244.,2026,1
245.,Reinier Schmiermann,Netherlands,Reinier,265,265,265,245.,2026,1
246.,Rauno Pärnits,Estonia,,263,263,263,246.,2026,1
247.,Soji Kubota,Japan,fff1015,263,263,263,247.,2026,1
248.,Iva Rabar,Croatia,,263,263,263,248.,2026,1
249.,Ben Shapiro,USA,,263,263,263,249.,2026,1
250.,Maurice B,UK,mjb99,263,263,263,250.,2026,1
251.,Miroslav Salaga,Slovakia,macko,260,260,260,251.,2026,1
252.,Chiara Nuzio,Italy,lupurk,260,260,260,252.,2026,1
253.,Vittorio Schiavone,Italy,Moso,259,259,259,253.,2026,1
254.,Jason Lee,USA,,259,259,259,254.,2026,1
255.,Gabriela Jaselska,Slovakia,,259,259,259,255.,2026,1
256.,Michael Gross,USA,0ctahedron,257,257,257,256.,2026,1
257.,Alexander Karpan,Ukraine,AlexKarpan,257,257,257,257.,2026,1
258.,Luniva Nguyen,Vietnam,Luniva,257,257,257,258.,2026,1
259.,Seyeon Lo,Hong Kong,Seyeonnie,256,256,256,259.,2026,1
260.,Michael Tang,USA,mstang,255,255,255,260.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
261.,Richard Luhtaru,Estonia,,255,255,255,261.,2026,1
262.,anil khosla,India,,254,254,254,262.,2026,1
263.,SANGJUN AHN,"Korea, South",Lastman69,254,254,254,263.,2026,1
264.,Zbigniew Laskowski,Poland,zbych,254,254,254,264.,2026,1
265.,Matej Vyparina,Slovakia,,254,254,254,265.,2026,1
266.,Mamta Singh,India,anjali,254,254,254,266.,2026,1
267.,Szilvia Nagy,Hungary,,254,254,254,267.,2026,1
268.,桃 刘,China,桃菜菜,254,254,254,268.,2026,1
269.,Xuefeng Chen,China,shallowdream,254,254,254,269.,2026,1
270.,Vijaya Govindarajan,India,Vijaya,254,254,254,270.,2026,1
271.,Külli Laks Vahemäe,Estonia,Volvo,254,254,254,271.,2026,1
272.,Olivia Schmid,Switzerland,Marea,254,254,254,272.,2026,1
273.,Richard Jones,Canada,rdj,254,254,254,273.,2026,1
274.,Anuradha Ganesh,India,AnuGanesh,254,254,254,274.,2026,1
275.,Nehir Boz,Turkey,nehirboz,254,254,254,275.,2026,1
276.,kumaresan R Rajarathinam,India,kumaresan R,254,254,254,276.,2026,1
277.,Matthew Kreiger,USA,MattewIGuess,253,253,253,277.,2026,1
278.,Alexander Kirlitsa,Russia,Hitrez,252,252,252,278.,2026,1
279.,Michael Kreiger,USA,Michael_K3,249,249,249,279.,2026,1
280.,Shuohang Chen,China,shuohang,249,249,249,280.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
281.,Mathilde Prouvost,France,ThithildeProuv,249,249,249,281.,2026,1
282.,Dolev Sacher,Israel,DolevS,248,248,248,282.,2026,1
283.,achille massimo capecce,Italy,achille,247,247,247,283.,2026,1
284.,Phattharapharadee Maenpuen,Thailand,,245,245,245,284.,2026,1
285.,Matthew White,UK,,245,245,245,285.,2026,1
286.,Jackie Anderson,USA,jackie,245,245,245,286.,2026,1
287.,Matteo Testa,Italy,,245,245,245,287.,2026,1
288.,Alex Koek,Netherlands,,244,244,244,288.,2026,1
289.,Verena Möhler,Germany,moeve,244,244,244,289.,2026,1
290.,Lisa Loheide-Niesmann,Germany,,244,244,244,290.,2026,1
291.,叶儿 何,China,Amy,243,243,243,291.,2026,1
292.,Veronika Lengauer,Germany,garganegra,242,242,242,292.,2026,1
293.,Dimitrios-Ioannis Christomanos,Greece,dcchrist,242,242,242,293.,2026,1
294.,Satoshi Ando,Japan,aldentea,240,240,240,294.,2026,1
295.,Palina Mankevich,Poland,Winklaar,239,239,239,295.,2026,1
296.,Harmeet Singh,India,harmeet,239,239,239,296.,2026,1
297.,Frederick Gutierrez Jr.,Philippines,Fredo,239,239,239,297.,2026,1
298.,Timothy Leong,Australia,,239,239,239,298.,2026,1
299.,爽 覃,China,Shuang Qin,237,237,237,299.,2026,1
300.,Dimitris Kalafatis,Greece,,237,237,237,300.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
301.,Yu Huang,China,hy1988,237,237,237,301.,2026,1
302.,Jan Češka,Czech Rep.,janceska,236,236,236,302.,2026,1
303.,Erik Amor,Estonia,,236,236,236,303.,2026,1
304.,Αντώνης Λαλάτσας,Greece,term,235,235,235,304.,2026,1
305.,Kevin Filmawan,Indonesia,kevinfil,234,234,234,305.,2026,1
306.,Jaroslav Grajciar ml.,Slovakia,Jarck,233,233,233,306.,2026,1
307.,Giang Tran Truong,Vietnam,lucasgreen138,233,233,233,307.,2026,1
308.,Nadine BRIOUAL,France,,233,233,233,308.,2026,1
309.,Ondřej Motlíček,Czech Rep.,,232,232,232,309.,2026,1
310.,Jaipal Reddy,India,mjaipal,232,232,232,310.,2026,1
311.,michele bongiorno,Italy,wiseman89,231,231,231,311.,2026,1
312.,Kanae Aoki,Japan,kiyowa,230,230,230,312.,2026,1
313.,Olivier Lignon,France,Olivier Lignon,229,229,229,313.,2026,1
314.,Shifu Nakazawa,Japan,SHI,229,229,229,314.,2026,1
315.,Brian Liu,USA,,229,229,229,315.,2026,1
316.,Angyal Boglárka Bogca,Hungary,,228,228,228,316.,2026,1
317.,Lea Korn,Germany,,228,228,228,317.,2026,1
318.,Sergei Lebedev,Estonia,IntelENC,228,228,228,318.,2026,1
319.,Markus Penner,Germany,,228,228,228,319.,2026,1
320.,yun gao,USA,,228,228,228,320.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
321.,Thien Nguyen Dinh Chi,Vietnam,OddOneOh,228,228,228,321.,2026,1
322.,CHING-SHOU LIN,Taiwan,eleven0502,228,228,228,322.,2026,1
323.,Ewelina Wiśniewska,Poland,Evellinium,228,228,228,323.,2026,1
324.,alberto filippini,Italy,albfilip,228,228,228,324.,2026,1
325.,Zhengze Zhou,China,zzz,225,225,225,325.,2026,1
326.,Sara Terveer,Germany,,225,225,225,326.,2026,1
327.,Rawipol Kurupinsiri,Thailand,Rew,224,224,224,327.,2026,1
328.,Ralf Möbus,Germany,,223,223,223,328.,2026,1
329.,Sihan Huang,China,,223,223,223,329.,2026,1
330.,Lex Kottmeyer,USA,kottm20a,222,222,222,330.,2026,1
331.,Evgeniy Bekishev,Russia,Eugene,222,222,222,331.,2026,1
332.,Michael Walker,UK,Atimelord852,220,220,220,332.,2026,1
333.,Mariola Kowalska,Poland,,220,220,220,333.,2026,1
334.,Richter Gerhard,Germany,Senior41,220,220,220,334.,2026,1
335.,Daniela Lukáčová,Slovakia,,220,220,220,335.,2026,1
336.,Deren Çağlayan,Turkey,,220,220,220,336.,2026,1
337.,Isabel Herget,Germany,,220,220,220,337.,2026,1
338.,Meru Oshino,Japan,,219,219,219,338.,2026,1
339.,Volker Plassmann,Germany,,219,219,219,339.,2026,1
340.,S S,Canada,,218,218,218,340.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
341.,Yasuto Kitazono,Japan,,218,218,218,341.,2026,1
342.,Michał Wachnicki,Poland,kangur07,218,218,218,342.,2026,1
343.,Wanru Hong,China,,217,217,217,343.,2026,1
344.,Luke Robitaille,USA,,216,216,216,344.,2026,1
345.,Rachel Kagan,USA,Rachel,216,216,216,345.,2026,1
346.,Maarit Ryynänen,Finland,,216,216,216,346.,2026,1
347.,Shinichi Aoki,Japan,,216,216,216,347.,2026,1
348.,Leo Wang,Taiwan,utaha,216,216,216,348.,2026,1
349.,Nicholas McHaffie,Canada,N McH,214,214,214,349.,2026,1
350.,Liam Tillin,UK,,214,214,214,350.,2026,1
351.,Riley Guerin,Australia,Bluey,212,212,212,351.,2026,1
352.,Nelly Pelc Vostrá,Czech Rep.,nelly,212,212,212,352.,2026,1
353.,Julie Gaddy,USA,WeatherGal,210,210,210,353.,2026,1
354.,Hemant Kr Malani,India,,210,210,210,354.,2026,1
355.,Vassili Paput,France,,210,210,210,355.,2026,1
356.,Beatrice Pige,France,,209,209,209,356.,2026,1
357.,Qingyu Shi,China,Qingyu,209,209,209,357.,2026,1
358.,Juliane Hänsgen,Germany,,209,209,209,358.,2026,1
359.,Zeming Zhao,China,,208,208,208,359.,2026,1
360.,Vinitaa Allagh,India,Vinitaa Walia,208,208,208,360.,2026,1
#,Name,Country,Nick,Points,Points,Points,#,2026,1
361.,David Braun,Hungary,Braunka625,208,208,208,361.,2026,1
362.,Petr Melichar,Czech Rep.,cezar,208,208,208,362.,2026,1
363.,Lisa Riedel,Germany,fiore307,208,208,208,363.,2026,1
364.,Joanna Krupa,Poland,foppa,208,208,208,364.,2026,1
365.,Vladlen Karpov,Russia,,208,208,208,365.,2026,1
366.,Qinwen Jiang,China,,208,208,208,366.,2026,1
367.,Elona Wallengren,Sweden,,208,208,208,367.,2026,1
368.,Sara Andrasik,USA,Sara A,208,208,208,368.,2026,1
369.,Jonathan Yu,Philippines,sudokutrash,208,208,208,369.,2026,1
370.,Veronika Hrubjáková,Slovakia,,208,208,208,370.,2026,1
371.,Defoeux Cyril,Belgium,MisterCyril,208,208,208,371.,2026,1
372.,Aaron Queens,Philippines,AaronQns,208,208,208,372.,2026,1
373.,Katia D-C,Poland,katia,208,208,208,373.,2026,1
374.,Eva Myers,UK,Ekaterin,208,208,208,374.,2026,1
375.,Bob Gui,China,,208,208,208,375.,2026,1
376.,Zhong Zheng,China,ZhengZhong,208,208,208,376.,2026,1
377.,Riho Klement,Estonia,riksman,207,207,207,377.,2026,1
378.,BILLOT Pierre,Belgium,,206,206,206,378.,2026,1
379.,Imke Herold,Germany,,206,206,206,379.,2026,1
