#,Name,Country,Nick,Points,GP_t3 points,GP_t3 rank. points,GP_t3 position,year,round
63.,Hannes Sidorov,Estonia,HannesB0Y,511,511,511,63.,2025,3
64.,Khả Lê Minh,Vietnam,Lê Minh Khả,510,510,510,64.,2025,3
65.,Timothy Tan,USA,arceus23,510,510,510,65.,2025,3
66.,Denis Auroux,France,auroux,509,509,509,66.,2025,3
67.,Pavel Kadlečík,Czech Rep.,kousek-nebe,509,509,509,67.,2025,3
68.,Candice Solidarios,Philippines,,506,506,506,68.,2025,3
69.,Hikaru Muraoka,Japan,k_night,503,503,503,69.,2025,3
70.,XiaoWei Huang,China,xiao01wei,500,500,500,70.,2025,3
71.,yx c,China,ugly2333,500,500,500,71.,2025,3
72.,Stefan Gaspar,Slovakia,pista,500,500,500,72.,2025,3
73.,Jiaqi Qin,China,Noame Qin,500,500,500,73.,2025,3
74.,Walker Anderson,USA,WA1729,500,500,500,74.,2025,3
75.,Justyna Wójcik,Poland,Hitori69,496,496,496,75.,2025,3
76.,Nathalie Catinot,France,,491,491,491,76.,2025,3
77.,Sed Holaysan,Philippines,,491,491,491,77.,2025,3
78.,wong canfly,Hong Kong,,489,489,489,78.,2025,3
79.,mi yanming,China,,488,488,488,79.,2025,3
80.,Yuta Nagata,Japan,nyuta,488,488,488,80.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
81.,Manuel Poliszuk,Argentina,Qhaces,487,487,487,81.,2025,3
82.,esra aydemir,Turkey,aras,487,487,487,82.,2025,3
83.,Huaiyuan ZHANG,China,Amanda730,485,485,485,83.,2025,3
84.,Roberto Lee,Taiwan,robertolee,485,485,485,84.,2025,3
85.,Tingyan Qian,China,Leo Qian,485,485,485,85.,2025,3
86.,city isolated,China,isolatedcity,484,484,484,86.,2025,3
87.,Adem Jaziri,Tunisia,Adem Jaziri,484,484,484,87.,2025,3
88.,Heyu Wang,China,Heyu Wang,484,484,484,88.,2025,3
89.,Jana Novotná,Czech Rep.,tojejedno,483,483,483,89.,2025,3
90.,Aubin Danzo,France,,481,481,481,90.,2025,3
91.,Ondřej Motlíček,Czech Rep.,,480,480,480,91.,2025,3
92.,Matteo Fedeli,Italy,Yoshi Baroshi,477,477,477,92.,2025,3
93.,Kazuya Yamamoto,Japan,Hazakura,477,477,477,93.,2025,3
94.,Kevin Sun,Canada,ksun48,471,471,471,94.,2025,3
95.,Lennart Muijres,Netherlands,Leonardo024,470,470,470,95.,2025,3
96.,Zimi Li,China,daipa,467,467,467,96.,2025,3
97.,Philippe Meyer,France,FifiR,467,467,467,97.,2025,3
98.,Byron Calver,Canada,ByronosaurusRex,465,465,465,98.,2025,3
99.,CJ Tan,Philippines,hetan,464,464,464,99.,2025,3
100.,Annick Weyzig,Netherlands,sojaboon,460,460,460,100.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
101.,Don Wu,Taiwan,don3232,459,459,459,101.,2025,3
102.,Ryusuke Nishiyama,Japan,,459,459,459,102.,2025,3
103.,Takuma Kitamura,Japan,SP1,457,457,457,103.,2025,3
104.,Jörg Zentgraf,Germany,,455,455,455,104.,2025,3
105.,Natália Chanová,Slovakia,natalka,454,454,454,105.,2025,3
106.,hyuk sun Kwon,"Korea, South",dolgore63,445,445,445,106.,2025,3
107.,James Peter Peter,India,MavericksJD,444,444,444,107.,2025,3
108.,Valentin Miakinen,France,Barbitos,444,444,444,108.,2025,3
109.,自 然,China,zrlyg,444,444,444,109.,2025,3
110.,XXX XXX,China,Sloth,440,440,440,110.,2025,3
111.,Victor Larsen,USA,shraeye,440,440,440,111.,2025,3
112.,Jérôme LACOSTE,France,geronimo92,438,438,438,112.,2025,3
113.,Jeffrey Huang,USA,jeff10,437,437,437,113.,2025,3
114.,Calum Mailer,UK,,437,437,437,114.,2025,3
115.,Magdalena Bernacik,Poland,,437,437,437,115.,2025,3
116.,Judyta Izabela Bujnowska,Poland,JuIza,436,436,436,116.,2025,3
117.,Thitithat Tiankrajang,Thailand,best48302,436,436,436,117.,2025,3
118.,Jiacheng Song,China,youyuqingwa,436,436,436,118.,2025,3
119.,Jonathan Yu,Philippines,sudokutrash,433,433,433,119.,2025,3
120.,Taro Arimatsu,Japan,tarotaro,432,432,432,120.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
121.,Krystian Świderski,Poland,karzym,430,430,430,121.,2025,3
122.,Andrea Pachera,Italy,Manitary,427,427,427,122.,2025,3
123.,György Herke,Hungary,Gyuszi13,425,425,425,123.,2025,3
124.,Amit Sowani,India,amitsowani,425,425,425,124.,2025,3
125.,Anne Limoges,France,,424,424,424,125.,2025,3
126.,Giulia Cossutti,Italy,elc,424,424,424,126.,2025,3
127.,Tsukiko Kitagawa,Japan,Tsuuu,423,423,423,127.,2025,3
128.,Takeshi Kawasaki,Japan,,421,421,421,128.,2025,3
129.,Tomasz Skalski,Poland,,417,417,417,129.,2025,3
130.,Zbigniew Zarzycki,Poland,antyp,416,416,416,130.,2025,3
131.,Kartik Reddy,India,,416,416,416,131.,2025,3
132.,Vladlen Karpov,Russia,,414,414,414,132.,2025,3
133.,Boyan Dong,China,,414,414,414,133.,2025,3
134.,Branko Ćeranić,Serbia,skywalker,411,411,411,134.,2025,3
135.,Sylvain Caudmont,France,sisi59,411,411,411,135.,2025,3
136.,MEYAPIN Yannick,France,,411,411,411,136.,2025,3
137.,Frank Wang,USA,,411,411,411,137.,2025,3
138.,Nora Borst,USA,,410,410,410,138.,2025,3
139.,Klára Vytisková,Czech Rep.,QKV,410,410,410,139.,2025,3
140.,Jaipal Reddy,India,mjaipal,407,407,407,140.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
141.,Anders Olsen,USA,whatshisbucket,407,407,407,141.,2025,3
142.,Tana Wattanawaroon,Thailand,TangentOfA,407,407,407,142.,2025,3
143.,Filip Brecher,Czech Rep.,,407,407,407,143.,2025,3
144.,Zoe Ashford,UK,Zo_Ashford,405,405,405,144.,2025,3
145.,Vita Gamber,Germany,,404,404,404,145.,2025,3
146.,Valerio Stancanelli,Italy,TheScrasse,403,403,403,146.,2025,3
147.,Chen-Xiu Lin,Taiwan,NaMgAl,402,402,402,147.,2025,3
148.,Nicholas Allendorf,USA,Shogia,401,401,401,148.,2025,3
149.,Alexander Tsegenko,Russia,Tsegen,399,399,399,149.,2025,3
150.,Hawel Manuela,Austria,,399,399,399,150.,2025,3
151.,Harrison Beer,Australia,Harryjbeer,397,397,397,151.,2025,3
152.,Ned Walker,UK,nedwalker,395,395,395,152.,2025,3
153.,Serhii Tyshchenko,Ukraine,tsergiiv,393,393,393,153.,2025,3
154.,Julien DAL ZOTTO,France,Dalzinho74,393,393,393,154.,2025,3
155.,haizhi zhang,China,岁月刀,393,393,393,155.,2025,3
156.,Larissa Rudolph,Germany,Lali,393,393,393,156.,2025,3
157.,DHRUVARAJSINH PUWAR,India,Dhruvarajsinh,392,392,392,157.,2025,3
158.,Soji Kubota,Japan,fff1015,391,391,391,158.,2025,3
159.,Michael Tang,USA,mstang,390,390,390,159.,2025,3
160.,Margit Scheler,Estonia,pargitool,387,387,387,160.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
161.,Robert Vollmert,Germany,rob,386,386,386,161.,2025,3
162.,Matthew Hambacher,USA,Cozy,386,386,386,162.,2025,3
163.,Hyunmo Kang,"Korea, South",zzdldl31,384,384,384,163.,2025,3
164.,Phasit Chantachote,Thailand,SonicBlaze,384,384,384,164.,2025,3
165.,Sara Terveer,Germany,,383,383,383,165.,2025,3
166.,Mark Goodliffe,UK,magoo,382,382,382,166.,2025,3
167.,Satoshi Ando,Japan,aldentea,382,382,382,167.,2025,3
168.,Clover Moon,USA,clover,381,381,381,168.,2025,3
169.,swaroop guggilam,India,swaroop2011,381,381,381,169.,2025,3
170.,Sung-Won Jin,"Korea, South",swj219,381,381,381,170.,2025,3
171.,Maxim Li,USA,28 degrees,380,380,380,171.,2025,3
172.,Jerry Weir,Canada,,379,379,379,172.,2025,3
173.,Mariëlle Hoexum,Netherlands,malelle12,379,379,379,173.,2025,3
174.,Pavlos Zacharopoulos,Greece,t12345678,379,379,379,174.,2025,3
175.,Martijn Goorden,Netherlands,Qwerty,376,376,376,175.,2025,3
176.,Jiri Hrdina,Czech Rep.,jhrdina,375,375,375,176.,2025,3
177.,Édouard Lebeau,France,mandourin,374,374,374,177.,2025,3
178.,danya mos,Netherlands,danya,374,374,374,178.,2025,3
179.,Claudine Thiry,Luxembourg,dodine,373,373,373,179.,2025,3
180.,Diana Skrhova,Slovakia,Anaid,372,372,372,180.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
181.,江 钰,China,爱唱歌的百灵鸟,370,370,370,181.,2025,3
182.,Shiyao Fu,China,Alicia95,370,370,370,182.,2025,3
183.,Rado Bo4ev,Bulgaria,tres4o,370,370,370,183.,2025,3
184.,Tom Krejčí,Czech Rep.,tierra,369,369,369,184.,2025,3
185.,Frederick Gutierrez Jr.,Philippines,Fredo,369,369,369,185.,2025,3
186.,Jelena Balanova,Latvia,,368,368,368,186.,2025,3
187.,Florian Mauer,Germany,FlorianM79,367,367,367,187.,2025,3
188.,Man He,China,dodomos,367,367,367,188.,2025,3
189.,Shichen Jing,China,晨赓客,366,366,366,189.,2025,3
190.,陈昱 chenyu,China,,366,366,366,190.,2025,3
191.,Thanos Darkadakis,Greece,sakito,365,365,365,191.,2025,3
192.,Chenlang Li,China,,365,365,365,192.,2025,3
193.,Tingqiang Xu,China,,365,365,365,193.,2025,3
194.,Shambo Debnath,India,,364,364,364,194.,2025,3
195.,Jackie Anderson,USA,jackie,362,362,362,195.,2025,3
196.,Michael Kreiger,USA,Michael_K3,362,362,362,196.,2025,3
197.,Vittorio Schiavone,Italy,Moso,362,362,362,197.,2025,3
198.,Yoseph Mak,USA,symbolic23,362,362,362,198.,2025,3
199.,Sakulbuth Ekvittayaniphon,Thailand,lemononmars,359,359,359,199.,2025,3
200.,Renfei Gong,China,OnionSalad,358,358,358,200.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
201.,Darren Yin,USA,,356,356,356,201.,2025,3
202.,Stefan Gyürki,Slovakia,gypista,352,352,352,202.,2025,3
203.,Hermelin Geoffroy,France,wikmouic,352,352,352,203.,2025,3
204.,Nelly Pelc Vostrá,Czech Rep.,nelly,352,352,352,204.,2025,3
205.,Veronika Macků,Czech Rep.,Pherenike,351,351,351,205.,2025,3
206.,Yuji Yamamoto,Japan,utime,350,350,350,206.,2025,3
207.,Gabriela Jaselska,Slovakia,,348,348,348,207.,2025,3
208.,Iva Rabar,Croatia,,344,344,344,208.,2025,3
209.,jun seo ha,"Korea, South",mathjuny,344,344,344,209.,2025,3
210.,Gaurav Kumar Jain,India,Gaurav,343,343,343,210.,2025,3
211.,Wan Pei Jun,Malaysia,PeiJun,343,343,343,211.,2025,3
212.,Dolev Sacher,Israel,DolevS,342,342,342,212.,2025,3
213.,Adam Bissett,UK,,342,342,342,213.,2025,3
214.,Andrej Plaštiak,Slovakia,Andrej,342,342,342,214.,2025,3
215.,Zhichao Li,China,Goldsand,341,341,341,215.,2025,3
216.,Aaron Queens,Philippines,AaronQns,338,338,338,216.,2025,3
217.,Pavel Kocka,Czech Rep.,hawranomut,337,337,337,217.,2025,3
218.,Sébastien Tainon,France,Arkandias,336,336,336,218.,2025,3
219.,Arnaud Dumont,France,L00ping,336,336,336,219.,2025,3
220.,Taigo Ando,Japan,Tigereye,335,335,335,220.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
221.,Gennady Korotkevich,Belarus,tourist,335,335,335,221.,2025,3
222.,Katarzyna Kruszel,Poland,katarzynka,334,334,334,222.,2025,3
223.,Miroslav Salaga,Slovakia,macko,333,333,333,223.,2025,3
224.,Svetlozar Stefanov,Bulgaria,zorko,330,330,330,224.,2025,3
225.,Matej Vyparina,Slovakia,,330,330,330,225.,2025,3
226.,Josh Pusateri,USA,WeBeatOkimo,327,327,327,226.,2025,3
227.,Raul Kačírek,Czech Rep.,Caca,327,327,327,227.,2025,3
228.,Filip Jabłoński,Poland,BigKokonat,326,326,326,228.,2025,3
229.,爽 覃,China,Shuang Qin,326,326,326,229.,2025,3
230.,Matthew Ahn,USA,mahn,324,324,324,230.,2025,3
231.,Verena Möhler,Germany,moeve,323,323,323,231.,2025,3
232.,Kanae Aoki,Japan,kiyowa,323,323,323,232.,2025,3
233.,Lenka Chaloupková,Czech Rep.,,323,323,323,233.,2025,3
234.,Charles Steinhardt,Denmark,CSteinhardt,323,323,323,234.,2025,3
235.,Orhun Yüksel,Turkey,Niverio,322,322,322,235.,2025,3
236.,Joshua Fernandes,USA,,322,322,322,236.,2025,3
237.,Yasuto Kitazono,Japan,,322,322,322,237.,2025,3
238.,Veronika Hrubjáková,Slovakia,,321,321,321,238.,2025,3
239.,Pattrachai Lueangdechanurak,Thailand,Pattrachai,321,321,321,239.,2025,3
240.,Dan Katz,USA,Spelvin,321,321,321,240.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
241.,Anna Szymańska,Poland,annasz,321,321,321,241.,2025,3
242.,Xuân Dương Lê,Vietnam,leduongk65cbuet,319,319,319,242.,2025,3
243.,Zuzana Tomkova,Slovakia,modrydrak,317,317,317,243.,2025,3
244.,Harsh Poddar,India,,317,317,317,244.,2025,3
245.,梓睿 王,China,Wang Zirui,317,317,317,245.,2025,3
246.,Kahraman Gunduz,Turkey,piiz,317,317,317,246.,2025,3
247.,Poonam Gandhi,India,poonamgandhi,317,317,317,247.,2025,3
248.,Chris Reintal,Estonia,,315,315,315,248.,2025,3
249.,Ibon Arregui,Spain,ibon,315,315,315,249.,2025,3
250.,Veronika Kolvekova,Slovakia,,314,314,314,250.,2025,3
251.,Maciej Ignaciuk,Poland,,313,313,313,251.,2025,3
252.,Gunasundhari D,India,,313,313,313,252.,2025,3
253.,Chiara Nuzio,Italy,lupurk,313,313,313,253.,2025,3
254.,Jason Lee,USA,,312,312,312,254.,2025,3
255.,Janelle Aleisonne Navarro,Philippines,aliii,311,311,311,255.,2025,3
256.,Kentaro Sumigawa,Japan,smiken,310,310,310,256.,2025,3
257.,Jiachen Tang,China,SuikaPredator,310,310,310,257.,2025,3
258.,Deyan Razsadov,Bulgaria,Deyan,310,310,310,258.,2025,3
259.,Félix Meyer,France,,306,306,306,259.,2025,3
260.,David Braun,Hungary,Braunka625,304,304,304,260.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
261.,Hemant Kr Malani,India,,304,304,304,261.,2025,3
262.,Martin Bråten,Norway,Piatato,304,304,304,262.,2025,3
263.,雨 南宫,China,南宫雨,303,303,303,263.,2025,3
264.,Phawin Prongpaophan,Thailand,,303,303,303,264.,2025,3
265.,Fabjan Markovinović,Croatia,fabjanm,303,303,303,265.,2025,3
266.,Jonathan Prine,USA,,302,302,302,266.,2025,3
267.,Alex Koek,Netherlands,,301,301,301,267.,2025,3
268.,Thomas Luo,USA,tluo5458,299,299,299,268.,2025,3
269.,Ulla Elsilä,Finland,UllaE,299,299,299,269.,2025,3
270.,Roger Kohler,Switzerland,ropeko,298,298,298,270.,2025,3
271.,Jotaro Miyamoto,Japan,,298,298,298,271.,2025,3
272.,Tim Tom,UK,timimimimim,298,298,298,272.,2025,3
273.,Asterios Varsamis-Kyratlidis,Greece,avarsamis,297,297,297,273.,2025,3
274.,Pawel Kepczynski,Poland,pafcio,297,297,297,274.,2025,3
275.,Jana Podroužková,Slovakia,jjjanka.s,296,296,296,275.,2025,3
276.,Taylor Bu,China,,295,295,295,276.,2025,3
277.,Ruben Gafencu,Romania,rubbeng,295,295,295,277.,2025,3
278.,Yu Huang,China,hy1988,294,294,294,278.,2025,3
279.,Valeria Losasso,Italy,hopethisoneworks,294,294,294,279.,2025,3
280.,Shinichi Aoki,Japan,,293,293,293,280.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
281.,Olga Shut,Belarus,OlgaShut,293,293,293,281.,2025,3
282.,Reinier Schmiermann,Netherlands,Reinier,293,293,293,282.,2025,3
283.,Olga Diaz,Spain,,292,292,292,283.,2025,3
284.,Torashige Maki,Japan,,290,290,290,284.,2025,3
285.,Shuohang Chen,China,shuohang,288,288,288,285.,2025,3
286.,Dusan Sobot,Serbia,dsobot,287,287,287,286.,2025,3
287.,Tobias Kraft,Germany,Toseflo,287,287,287,287.,2025,3
288.,Clément Bossut,France,,287,287,287,288.,2025,3
289.,Todd Geldon,USA,,286,286,286,289.,2025,3
290.,Alessandro Locatelli,Italy,alexdon,286,286,286,290.,2025,3
291.,Ema Bosnić,Croatia,,284,284,284,291.,2025,3
292.,zhiyang Tong,China,泡芙,282,282,282,292.,2025,3
293.,Jacek Filarski,Poland,Filon,282,282,282,293.,2025,3
294.,Emi Takahashi,Japan,Emi,282,282,282,294.,2025,3
295.,甘 甘,China,阿呆,282,282,282,295.,2025,3
296.,Shifu Nakazawa,Japan,SHI,282,282,282,296.,2025,3
297.,CHING-SHOU LIN,Taiwan,eleven0502,282,282,282,297.,2025,3
298.,吴昊臻 吴,China,wuhaozhen,281,281,281,298.,2025,3
299.,Aleksei Daniliuk,UK,Um_nik,280,280,280,299.,2025,3
300.,Imke Herold,Germany,,280,280,280,300.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
301.,Sai Praneetha Reddy,India,,280,280,280,301.,2025,3
302.,Tomasz Stachurski,Poland,,279,279,279,302.,2025,3
303.,博 陈,China,梦回圆明,279,279,279,303.,2025,3
304.,Huaiyu Wu,USA,,279,279,279,304.,2025,3
305.,Andrzej Dalach,Poland,Gladmax,278,278,278,305.,2025,3
306.,Elena Aivazopoulou,Greece,elena,278,278,278,306.,2025,3
307.,Kristin Stearns,USA,DreamRose311,277,277,277,307.,2025,3
308.,Ralf Möbus,Germany,,277,277,277,308.,2025,3
309.,Yeongtae Shin,"Korea, South",sythi2,277,277,277,309.,2025,3
310.,Pallav Goyal,India,pallav123goyal,277,277,277,310.,2025,3
311.,Yosuke Imai,Japan,101 Yosuke,277,277,277,311.,2025,3
312.,Laura Tarchetti,Italy,fenicia,275,275,275,312.,2025,3
313.,Phattharapharadee Maenpuen,Thailand,,275,275,275,313.,2025,3
314.,Matteo Testa,Italy,,274,274,274,314.,2025,3
315.,Mladen Mestrovic,Croatia,mestar,273,273,273,315.,2025,3
316.,Yifei Sun,China,Segment,273,273,273,316.,2025,3
317.,Henning Kalsgaard Poulsen,Denmark,Kalsgaard,273,273,273,317.,2025,3
318.,Timo van der Hoogt,Netherlands,toht,273,273,273,318.,2025,3
319.,PERRIDY FRANCK,France,PELIKAN03,273,273,273,319.,2025,3
320.,Xin Wang,China,,273,273,273,320.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
321.,Daniel Zeng,USA,cheep,273,273,273,321.,2025,3
322.,Akash Madiraju,USA,,273,273,273,322.,2025,3
323.,Jordan John Lee,USA,AirJordanLee24,273,273,273,323.,2025,3
324.,Thien Nguyen Dinh Chi,Vietnam,OddOneOh,273,273,273,324.,2025,3
325.,Pat Stanford,UK,Kaysman,270,270,270,325.,2025,3
326.,Harmeet Singh,India,harmeet,270,270,270,326.,2025,3
327.,Peter Hornak,Slovakia,petho,269,269,269,327.,2025,3
328.,Andrew Werner,USA,,269,269,269,328.,2025,3
329.,Zhen Fan,China,FierceHAuCl4,269,269,269,329.,2025,3
330.,Kevin Filmawan,Indonesia,kevinfil,268,268,268,330.,2025,3
331.,Cheryl Gaul,USA,cgaul,268,268,268,331.,2025,3
332.,Rachel Kagan,USA,Rachel,268,268,268,332.,2025,3
333.,Mathilde Prouvost,France,ThithildeProuv,267,267,267,333.,2025,3
334.,Bhuvaneshwari S,India,Bhuvi,265,265,265,334.,2025,3
335.,Jaan Laks,Estonia,salmo,265,265,265,335.,2025,3
336.,Tim Miller,USA,timjamiller,264,264,264,336.,2025,3
337.,Alexander Kirlitsa,Russia,Hitrez,264,264,264,337.,2025,3
338.,Noriyuki Machimura,Japan,,263,263,263,338.,2025,3
339.,BLECON Francois,France,francwe,262,262,262,339.,2025,3
340.,Rianda Jenema,Netherlands,Rianda,260,260,260,340.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
341.,Yuka Jo,Japan,melvy,260,260,260,341.,2025,3
342.,Kristel Arnik,Estonia,,260,260,260,342.,2025,3
343.,Tu Nguyen,Vietnam,thanhtu26,259,259,259,343.,2025,3
344.,Jonathan Bode,USA,bodemeister,258,258,258,344.,2025,3
345.,Deren Çağlayan,Turkey,,258,258,258,345.,2025,3
346.,Rawipol Kurupinsiri,Thailand,Rew,258,258,258,346.,2025,3
347.,Kristi Lehto,Estonia,,257,257,257,347.,2025,3
348.,Krutika Puwar,India,Puwar Krutika,256,256,256,348.,2025,3
349.,S S,Canada,,256,256,256,349.,2025,3
350.,A Dennis,Germany,Sergio Marquina,256,256,256,350.,2025,3
351.,Tianyu Qi,China,shedarshian,255,255,255,351.,2025,3
352.,Matthew White,UK,,255,255,255,352.,2025,3
353.,Vasso Kalaitzidou,Greece,vasso,254,254,254,353.,2025,3
354.,anil khosla,India,,253,253,253,354.,2025,3
355.,Olga Doroszko,Poland,,252,252,252,355.,2025,3
356.,Crystal L,USA,,251,251,251,356.,2025,3
357.,Seyeon Lo,Hong Kong,Seyeonnie,251,251,251,357.,2025,3
358.,Nickolai Whitlow,USA,,250,250,250,358.,2025,3
359.,Kuan Yu Lin,Taiwan,xupej04m3,250,250,250,359.,2025,3
360.,KG Lim,Malaysia,eegrak,249,249,249,360.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
361.,achille massimo capecce,Italy,achille,249,249,249,361.,2025,3
362.,Randy Rogers,USA,Randiman,249,249,249,362.,2025,3
363.,Martin Fundarek,Slovakia,,248,248,248,363.,2025,3
364.,Arvis Brizga,Latvia,,247,247,247,364.,2025,3
365.,Ales Zaloznik,Slovenia,Aleš,247,247,247,365.,2025,3
366.,Gabriele Carelli,Italy,GaS,247,247,247,366.,2025,3
367.,Kerry Xing,USA,kxing,247,247,247,367.,2025,3
368.,Hermelin Isabelle,France,elendill,246,246,246,368.,2025,3
369.,Petr Melichar,Czech Rep.,cezar,245,245,245,369.,2025,3
370.,Anuradha Ganesh,India,AnuGanesh,245,245,245,370.,2025,3
371.,Beata Lach,Poland,Blach,245,245,245,371.,2025,3
372.,mac shieh,China,macshieh,245,245,245,372.,2025,3
373.,Carter Silvey,USA,,245,245,245,373.,2025,3
374.,Florian Leiser,Germany,MagicTurtl,244,244,244,374.,2025,3
375.,Marco Pellegrini,Italy,m19700530,243,243,243,375.,2025,3
376.,江琼 毛,China,JQmao,243,243,243,376.,2025,3
377.,Ani Konomi,Japan,,243,243,243,377.,2025,3
