#,Name,Country,Nick,Points,GP_t3 points,GP_t3 rank. points,GP_t3 position,year,round
378.,Yongjun Kim,"Korea, South",Redfox,242,242,242,378.,2025,3
379.,Alexander Karpan,Ukraine,AlexKarpan,241,241,241,379.,2025,3
380.,Brian Hils,USA,,241,241,241,380.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
381.,Anecha Aunbun,Thailand,Fiw,240,240,240,381.,2025,3
382.,Volker Plassmann,Germany,,239,239,239,382.,2025,3
383.,Juhee Ko,"Korea, South",budludl,239,239,239,383.,2025,3
384.,Sinan Gencer,Turkey,Sinan Gencer,239,239,239,384.,2025,3
385.,Erin Sosnoski,USA,ESos,238,238,238,385.,2025,3
386.,Vassili Paput,France,,238,238,238,386.,2025,3
387.,Thananon Boonkrong,Thailand,B. Thananon,237,237,237,387.,2025,3
388.,Eugenia Khaikhina,Canada,gigi_kh,237,237,237,388.,2025,3
389.,Lubos Hyzak,Slovakia,,236,236,236,389.,2025,3
390.,Robert Kunst,Netherlands,,236,236,236,390.,2025,3
391.,Aikaterini Tsakanika,Greece,tatia,235,235,235,391.,2025,3
392.,Krzysztof Dwużnik,Poland,,234,234,234,392.,2025,3
393.,sumi sumi,Germany,,234,234,234,393.,2025,3
394.,Zdenka Pácalová,Czech Rep.,zdenkap,234,234,234,394.,2025,3
395.,jingzhi xie,China,mengxue,234,234,234,395.,2025,3
396.,Karin Luiv,Estonia,Inglitrompet,233,233,233,396.,2025,3
397.,Daisy Mallion,UK,,233,233,233,397.,2025,3
398.,Cecilia Soffietto,Italy,,233,233,233,398.,2025,3
399.,Keheng Hou,China,漩涡小饼干,233,233,233,399.,2025,3
400.,Muhammad Mulki Abdul Azis,Indonesia,mulki554,233,233,233,400.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
401.,Roxana Diana Ilisei,Luxembourg,Roxana,233,233,233,401.,2025,3
402.,Marina Kamohara,Japan,,233,233,233,402.,2025,3
403.,Hasan Uyar,Turkey,,233,233,233,403.,2025,3
404.,Václav Jasanský,Czech Rep.,Nikro,233,233,233,404.,2025,3
405.,Leonidas Giannouzakos,Greece,bookie,233,233,233,405.,2025,3
406.,Isabel Herget,Germany,,233,233,233,406.,2025,3
407.,Jason Todd,USA,,233,233,233,407.,2025,3
408.,Jan Farkas,Slovakia,slovak,233,233,233,408.,2025,3
409.,michele bongiorno,Italy,wiseman89,232,232,232,409.,2025,3
410.,David Moulton,USA,Badir,231,231,231,410.,2025,3
411.,Łukasz Skrzypczyński,Poland,skrzypl1,230,230,230,411.,2025,3
412.,xxuurruuii xxuurruuii,China,xxuurruuii,230,230,230,412.,2025,3
413.,David Collison,UK,DavidCollison,229,229,229,413.,2025,3
414.,Cong Gao,China,,229,229,229,414.,2025,3
415.,Jaroslav Grajciar ml.,Slovakia,Jarck,228,228,228,415.,2025,3
416.,Kei Ota,Japan,ten986,226,226,226,416.,2025,3
417.,Juha Korvenaho,Finland,,226,226,226,417.,2025,3
418.,Łukasz Konecki,Poland,BibleStudent,226,226,226,418.,2025,3
419.,Takemasa Aoki,Japan,gori.sh,224,224,224,419.,2025,3
420.,Yusuke Hara,Japan,Hikaru,223,223,223,420.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
421.,Howard Wilkinson,UK,HWHW,223,223,223,421.,2025,3
422.,Connor Sell,USA,,223,223,223,422.,2025,3
423.,Madeleine Dertwinkel,Germany,,223,223,223,423.,2025,3
424.,Kartal Nagy,Hungary,kartal,222,222,222,424.,2025,3
425.,Lese Wesen,Germany,Lesewesen,222,222,222,425.,2025,3
426.,Wiktor Szadowiak,Poland,Shadoo,221,221,221,426.,2025,3
427.,Mikhail Shishkin,Russia,NinetySeven,220,220,220,427.,2025,3
428.,Lisa Loheide-Niesmann,Germany,,219,219,219,428.,2025,3
429.,alberto filippini,Italy,albfilip,217,217,217,429.,2025,3
430.,Yusuke Nakamura,Japan,yuponex,216,216,216,430.,2025,3
431.,Fritz Anja,Germany,afritz,215,215,215,431.,2025,3
432.,Michael Walker,UK,Atimelord852,215,215,215,432.,2025,3
433.,yun gao,USA,,215,215,215,433.,2025,3
434.,Lex Kottmeyer,USA,kottm20a,214,214,214,434.,2025,3
435.,Karel Doskocil,Czech Rep.,carlos5,214,214,214,435.,2025,3
436.,Anna Wąsowska,Poland,ancyna,214,214,214,436.,2025,3
437.,Scott Vissers,USA,Squeak363,213,213,213,437.,2025,3
438.,Weerawit Jindaram,Thailand,,213,213,213,438.,2025,3
439.,Vijaya Govindarajan,India,Vijaya,213,213,213,439.,2025,3
440.,Seonje Cha,"Korea, South",Karakoon,213,213,213,440.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
441.,Gerda Nádor,Hungary,ingalili,213,213,213,441.,2025,3
442.,Elona Wallengren,Sweden,,213,213,213,442.,2025,3
443.,Jhonny Cruz Mestanza,Peru,ElXouny,211,211,211,443.,2025,3
444.,Ümit Volkan ÖZTÜRK,Turkey,volkirik,211,211,211,444.,2025,3
445.,Emma McCaughan,UK,Emma,211,211,211,445.,2025,3
446.,(Rainy) Chiến Lê Minh,Vietnam,muaroivt1998,210,210,210,446.,2025,3
447.,Christian Romon,France,Christian,210,210,210,447.,2025,3
448.,Arthur Gershon,USA,merlinnimue,210,210,210,448.,2025,3
449.,Jacob Bowdler,New Zealand,jacobpwb,209,209,209,449.,2025,3
450.,Erik Amor,Estonia,,209,209,209,450.,2025,3
451.,Ede Markos,Hungary,Pampa005,206,206,206,451.,2025,3
452.,Dương Bùi Xuân Khánh,Vietnam,DannyBui,206,206,206,452.,2025,3
453.,Prezensky Istvan,Romania,logiprez,206,206,206,453.,2025,3
454.,Toni Borozan,Croatia,borotoni736,206,206,206,454.,2025,3
455.,翊宸 卜,China,,206,206,206,455.,2025,3
456.,Fabien Douté,France,fabich,206,206,206,456.,2025,3
457.,Vinitaa Allagh,India,Vinitaa Walia,205,205,205,457.,2025,3
458.,Daniela Lukáčová,Slovakia,,205,205,205,458.,2025,3
459.,Michał Wachnicki,Poland,kangur07,205,205,205,459.,2025,3
460.,允骁 宋,China,宋允骁,205,205,205,460.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
461.,Huiyun Noh,"Korea, South",NHY,204,204,204,461.,2025,3
462.,Richard Luhtaru,Estonia,,203,203,203,462.,2025,3
463.,Maria Angeloudi,Greece,minion,203,203,203,463.,2025,3
464.,Jörg Schröder,Germany,zeilenspalter,203,203,203,464.,2025,3
465.,Jing Jie Ong,Malaysia,Ong,203,203,203,465.,2025,3
466.,Viktor Lapis,Hungary,,203,203,203,466.,2025,3
467.,Fanni Dorottya Nagy,Hungary,nfanni97,203,203,203,467.,2025,3
468.,Diana Grigoreva,Russia,,203,203,203,468.,2025,3
469.,Carlos Joa,Dominican Republic,cjoa,203,203,203,469.,2025,3
470.,Linards Krūklis,Latvia,,203,203,203,470.,2025,3
471.,TSUI LAN Chang,Taiwan,Len,203,203,203,471.,2025,3
472.,Muqian Zhong,China,Brown,203,203,203,472.,2025,3
473.,Maarja Mustimets,Estonia,,203,203,203,473.,2025,3
474.,Petar Smolković,Croatia,smolko,203,203,203,474.,2025,3
475.,Tatiana Padysakova,Slovakia,tanatko,202,202,202,475.,2025,3
476.,xiaoye huang,China,,202,202,202,476.,2025,3
477.,Jaehyun Koo,"Korea, South",koosaga,202,202,202,477.,2025,3
478.,Dusan Privoznik,Slovakia,riki69,201,201,201,478.,2025,3
479.,Yoichi Enta,Japan,enta,201,201,201,479.,2025,3
480.,Xiao Yuan,China,FFEE,200,200,200,480.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
481.,Dan Stronger,USA,danstronger,200,200,200,481.,2025,3
482.,Benji Martin,UK,Benjango,199,199,199,482.,2025,3
483.,Wanru Hong,China,,199,199,199,483.,2025,3
484.,ZRINKA KARAČIĆ,Croatia,,199,199,199,484.,2025,3
485.,Sharath R,India,sharath,199,199,199,485.,2025,3
486.,Lucie Klimešová,Czech Rep.,,198,198,198,486.,2025,3
487.,Florian Meschenmoser,Germany,,198,198,198,487.,2025,3
488.,Ekaterina Nuzdina,Russia,,198,198,198,488.,2025,3
489.,Veronika Lengauer,Germany,garganegra,198,198,198,489.,2025,3
490.,Aniko Madarassy,Hungary,Aniko,198,198,198,490.,2025,3
491.,Henry Turner,USA,Twiggy,197,197,197,491.,2025,3
492.,Nicholas Whitehead,USA,njwhitehead,195,195,195,492.,2025,3
493.,Olivier Lignon,France,Olivier Lignon,195,195,195,493.,2025,3
494.,Jana Zachova,Czech Rep.,jana70,194,194,194,494.,2025,3
495.,Julie Gaddy,USA,WeatherGal,193,193,193,495.,2025,3
496.,Makoto Hayashi,Japan,,193,193,193,496.,2025,3
497.,Ricardo Garcia,Spain,RickiFerrara,193,193,193,497.,2025,3
498.,shigetoshi okumura,Japan,okushige,192,192,192,498.,2025,3
499.,Simone Bentlage,Germany,,192,192,192,499.,2025,3
500.,Mio Tsutsui,Japan,mio,190,190,190,500.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
501.,Pika Založnik,Slovenia,pzalozni,190,190,190,501.,2025,3
502.,Karol Sitkowski,Poland,karops,190,190,190,502.,2025,3
503.,dimitris tsatsaronis,Greece,mullich,189,189,189,503.,2025,3
504.,Michelle Yu,USA,meowmixx,188,188,188,504.,2025,3
505.,Shingo Ishijima,Japan,,188,188,188,505.,2025,3
506.,Madeleine Mott,USA,atroposhears,188,188,188,506.,2025,3
507.,Jeffrey Baker,USA,jefjiljuljenjon,187,187,187,507.,2025,3
508.,Julien Bonneville,France,goodcity,187,187,187,508.,2025,3
509.,MACHIMURA TERUMI,Japan,,187,187,187,509.,2025,3
510.,Lehan Ling,Australia,Leling727,186,186,186,510.,2025,3
511.,Sevgi Cevik,Turkey,sentenced,186,186,186,511.,2025,3
512.,Jeff Felling,USA,Jeff8,185,185,185,512.,2025,3
513.,Eerik Lumiste,Estonia,Eerik33,185,185,185,513.,2025,3
514.,呈丰 葉,Taiwan,,185,185,185,514.,2025,3
515.,jiyeun lim,"Korea, South",,184,184,184,515.,2025,3
516.,Titika Mylopoulou,Greece,,184,184,184,516.,2025,3
517.,Janet Zaina,Italy,jane54,184,184,184,517.,2025,3
518.,Phawit Putprasert,Thailand,phawit,184,184,184,518.,2025,3
519.,Alaina Borst,USA,beesweezy,184,184,184,519.,2025,3
520.,KAVITA JAGANNATHAN,India,upsetcorrection,183,183,183,520.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
521.,Atanas Georgiev,Bulgaria,Nasko,183,183,183,521.,2025,3
522.,Lisette Mähar,Estonia,Lisette,183,183,183,522.,2025,3
523.,Dimitrios-Ioannis Christomanos,Greece,dcchrist,183,183,183,523.,2025,3
524.,Arlene Navo,USA,Arlene,183,183,183,524.,2025,3
525.,Dominik Melkovič,Slovakia,,182,182,182,525.,2025,3
526.,Corrado Palumbo,Italy,DOIC,181,181,181,526.,2025,3
527.,Marek Gaspar,Slovakia,Marek G,180,180,180,527.,2025,3
528.,Parisis Ovelidis,Greece,povelidi,180,180,180,528.,2025,3
529.,Zach Rivard,Canada,zach,178,178,178,529.,2025,3
530.,Daniel Victor,India,DanAvi,177,177,177,530.,2025,3
531.,Martina Matějková,Czech Rep.,mamatka,177,177,177,531.,2025,3
532.,Jean Robert,France,khazimir,177,177,177,532.,2025,3
533.,Petr Kuncar,Czech Rep.,goodevil,176,176,176,533.,2025,3
534.,Tigran Wadia,India,,176,176,176,534.,2025,3
535.,Richter Gerhard,Germany,Senior41,176,176,176,535.,2025,3
536.,Patrick Schaffter,Switzerland,,176,176,176,536.,2025,3
537.,Hanna Larsson,Sweden,5310Kasper,175,175,175,537.,2025,3
538.,Gene Rendino,USA,GeneR,175,175,175,538.,2025,3
539.,Katia D-C,Poland,katia,175,175,175,539.,2025,3
540.,Veronika Lukáčová,Slovakia,veronka07,175,175,175,540.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
541.,Alex Wallace,UK,alexwallace,175,175,175,541.,2025,3
542.,Sai Karthik Burra,India,carburra,175,175,175,542.,2025,3
543.,Marjo de Krijger,Netherlands,Roos,175,175,175,543.,2025,3
544.,Ewelina Antkowicz,Poland,Evi91,175,175,175,544.,2025,3
545.,Sitanshu Sah,India,,175,175,175,545.,2025,3
546.,guanxu yao,China,yaoguanxu,175,175,175,546.,2025,3
547.,Akihiro Kaneko,Japan,SigmaArf,174,174,174,547.,2025,3
548.,Dorota Lach,Poland,Deooet,174,174,174,548.,2025,3
549.,Miriam Kates,USA,quijax,174,174,174,549.,2025,3
550.,Claudia Müller,Germany,pin7guin,174,174,174,550.,2025,3
551.,lmeyer ch,Germany,,170,170,170,551.,2025,3
552.,Lau Cheng Kai,Malaysia,,170,170,170,552.,2025,3
553.,Emily Carty,Canada,Emily,170,170,170,553.,2025,3
554.,Agnieszka Mazurkiewicz,Poland,Aga_Mum,169,169,169,554.,2025,3
555.,HOARAU Tony,France,totohoa,169,169,169,555.,2025,3
556.,claudio toffon,Italy,claudio62,169,169,169,556.,2025,3
557.,Beat Amstutz,Switzerland,Beat Amstutz,168,168,168,557.,2025,3
558.,Jacinta Guerin,Australia,,167,167,167,558.,2025,3
559.,Carolyn Duke,Canada,Canuck,167,167,167,559.,2025,3
560.,Kadri Kuusik,Estonia,Kadri,166,166,166,560.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
561.,Anna Fundárková,Slovakia,,166,166,166,561.,2025,3
562.,Deepak Kumar,India,dipkmr,166,166,166,562.,2025,3
563.,Peter Plaštiak,Slovakia,,166,166,166,563.,2025,3
564.,Nicholas McHaffie,Canada,N McH,165,165,165,564.,2025,3
565.,DUC JOFFREY,France,,164,164,164,565.,2025,3
566.,Angelika Schobesberger,Austria,,164,164,164,566.,2025,3
567.,Andrew Lim,USA,,163,163,163,567.,2025,3
568.,Zuzana Procházková,Czech Rep.,Jesse,163,163,163,568.,2025,3
569.,Brian Friedrich,USA,LetsGoCaps,163,163,163,569.,2025,3
570.,Cassidy Gardner,USA,mrgardnerscience,162,162,162,570.,2025,3
571.,Laure Prinzbach,France,,161,161,161,571.,2025,3
572.,Beatrice Pige,France,,161,161,161,572.,2025,3
573.,Amy McKaveney,USA,mckaveney,161,161,161,573.,2025,3
574.,Elise Harivel,France,EliseH,160,160,160,574.,2025,3
575.,Thananchai Aroonsaengroj,Thailand,minthananchai,160,160,160,575.,2025,3
576.,Pavla Varmužková,Czech Rep.,kincka,160,160,160,576.,2025,3
577.,Richard Brady,USA,,159,159,159,577.,2025,3
578.,Külli Laks Vahemäe,Estonia,Volvo,159,159,159,578.,2025,3
579.,Αντώνης Λαλάτσας,Greece,term,157,157,157,579.,2025,3
580.,Allar Padari,Estonia,allar,157,157,157,580.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
581.,Victoria I. Pérez,Cuba,,156,156,156,581.,2025,3
582.,Demoed Marleen,Netherlands,marleen78,156,156,156,582.,2025,3
583.,Sujit Purkayastha,India,Purka,156,156,156,583.,2025,3
584.,SPANG Cédric,France,,156,156,156,584.,2025,3
585.,Jiapei Zou,China,likeat2best,155,155,155,585.,2025,3
586.,Jouni Särkijärvi,Finland,peluri,155,155,155,586.,2025,3
587.,Lumír Witoszek,Poland,Lumír,155,155,155,587.,2025,3
588.,Penny Cheong,Malaysia,pennycheong917,155,155,155,588.,2025,3
589.,Sylvain Galland,Switzerland,,154,154,154,589.,2025,3
590.,Gabeen Kim,"Korea, South",,153,153,153,590.,2025,3
591.,Lionel HUBER,France,,152,152,152,591.,2025,3
592.,Md Mahbubul Hasan,Bangladesh,mahbub,152,152,152,592.,2025,3
593.,xinyu Cao,China,yifanyifan,152,152,152,593.,2025,3
594.,Szilvia Nagy,Hungary,,152,152,152,594.,2025,3
595.,QUILHOT Stéphanie,France,Stéphanie the best,152,152,152,595.,2025,3
596.,Stefanie König,Germany,Iffets44,149,149,149,596.,2025,3
597.,Nehir Boz,Turkey,nehirboz,148,148,148,597.,2025,3
598.,Tim McCaskey,USA,mightcould,148,148,148,598.,2025,3
599.,Mary Jordanides,Greece,,148,148,148,599.,2025,3
600.,Julia Hayward,UK,JuliaH,147,147,147,600.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
601.,Friedhelm Fricke,Germany,badfried,147,147,147,601.,2025,3
602.,Balázs Ababi,Romania,Bebe,146,146,146,602.,2025,3
603.,Patrick Ethoin,France,paatttoou,145,145,145,603.,2025,3
604.,Liane Robinson,UK,puzzlemad,144,144,144,604.,2025,3
605.,Rainer Biegler,Germany,HuDu,144,144,144,605.,2025,3
606.,Ivana Sujova,Slovakia,,144,144,144,606.,2025,3
607.,Robert Le Duc,UK,Cudeltrebor,144,144,144,607.,2025,3
608.,Hannah Primavera,Philippines,primhj,142,142,142,608.,2025,3
609.,jerome BOULLEE,France,,142,142,142,609.,2025,3
610.,Zuzana Dortová,Czech Rep.,Nekra,142,142,142,610.,2025,3
611.,Borislav Ilevski Ilevski,Bulgaria,ilevski,142,142,142,611.,2025,3
612.,Virgi Puusepp,Estonia,Virgip,142,142,142,612.,2025,3
613.,Terka K.,Czech Rep.,krytterka,140,140,140,613.,2025,3
614.,Mathilde Chanavat,France,CHANAVAT,140,140,140,614.,2025,3
615.,Akash G.,USA,AkashG23,140,140,140,615.,2025,3
616.,Maria Koemtzi,Greece,makoe,139,139,139,616.,2025,3
617.,Věra Šramková,Czech Rep.,jolly,138,138,138,617.,2025,3
618.,Khanh Van Ton Nu,Vietnam,beanna Vg,138,138,138,618.,2025,3
619.,Ethel Maasing,Estonia,Ethel,137,137,137,619.,2025,3
620.,Veronique Pelassa,France,,136,136,136,620.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
621.,Meral Albayrak,Turkey,,136,136,136,621.,2025,3
622.,Sergey Odintsov,Poland,Sergey Odintsov,136,136,136,622.,2025,3
623.,Mariola Kowalska,Poland,,136,136,136,623.,2025,3
624.,Anna Churchill,Australia,,135,135,135,624.,2025,3
625.,Gordon Tansey,Australia,GordoNKosi,135,135,135,625.,2025,3
626.,jean-Baptiste RIDOUARD,France,Roxis,135,135,135,626.,2025,3
627.,Zora Bělušová,Czech Rep.,striga,135,135,135,627.,2025,3
628.,Jill Ho Tai,USA,Jill H,135,135,135,628.,2025,3
629.,aydin keskin,Turkey,amedayke,134,134,134,629.,2025,3
630.,Wojciech Gryciuk,Poland,wgryciuk,133,133,133,630.,2025,3
631.,Uldis Kleinbergs,Latvia,,133,133,133,631.,2025,3
632.,Joan Llobera Querol,Spain,,132,132,132,632.,2025,3
633.,Peter Gašpár,Slovakia,pegas,132,132,132,633.,2025,3
634.,Tasuku Nakagawa,Japan,,132,132,132,634.,2025,3
635.,Nicholas Yuan,USA,NicholasY,131,131,131,635.,2025,3
636.,Xuefeng Chen,China,shallowdream,130,130,130,636.,2025,3
637.,Thamarai Valli Venkatachalam,UK,,130,130,130,637.,2025,3
638.,Irene Oubrier,France,Ireneo,130,130,130,638.,2025,3
639.,Claudia Sala,Italy,evilove,129,129,129,639.,2025,3
640.,Jaehyun Kim,"Korea, South",,129,129,129,640.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
641.,Stipe Bratim,Croatia,,129,129,129,641.,2025,3
642.,Ryszard Jabłoński,Poland,RochJ,129,129,129,642.,2025,3
643.,Danica Wald,Germany,,129,129,129,643.,2025,3
644.,Tereza Sujová,Slovakia,TeS,129,129,129,644.,2025,3
645.,Bob Crites,USA,,126,126,126,645.,2025,3
646.,Schlapfer Reto,Switzerland,,126,126,126,646.,2025,3
647.,Hankyung Moon,"Korea, South",BaCHo,125,125,125,647.,2025,3
648.,Kamil Pozniak,Poland,,125,125,125,648.,2025,3
649.,Dmytro Furayev,Ukraine,,124,124,124,649.,2025,3
650.,Tulyada Mahawongsanun,Thailand,cartoonwarmass,121,121,121,650.,2025,3
651.,Tereza Matějková,Czech Rep.,tematka,119,119,119,651.,2025,3
652.,Dror Perk,USA,RushBee93,118,118,118,652.,2025,3
653.,LIONEL MAUROUARD,France,,118,118,118,653.,2025,3
654.,Nariman Fataliyev,Azerbaijan,Nariman1961,118,118,118,654.,2025,3
655.,Tamsin Mayberry,UK,,116,116,116,655.,2025,3
656.,Zbigniew Czubaj,Poland,,115,115,115,656.,2025,3
657.,Le Hasif Cathia,France,Frogs,115,115,115,657.,2025,3
658.,Maria Miró,Spain,,114,114,114,658.,2025,3
659.,Klara Zarnoczay,Hungary,maci46,114,114,114,659.,2025,3
660.,Fred Geldon,USA,fgeldon,114,114,114,660.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
661.,Art Ed,UK,,113,113,113,661.,2025,3
662.,Shami Rajesh,India,,113,113,113,662.,2025,3
663.,Harry Buerer,USA,,113,113,113,663.,2025,3
664.,Amalia Panagiotopoulou,Greece,,113,113,113,664.,2025,3
665.,Alicia Francisco,Switzerland,,113,113,113,665.,2025,3
666.,Sirawit Chinchalongporn,Thailand,teenoiz,113,113,113,666.,2025,3
667.,Markku Lahti,Finland,Markku,113,113,113,667.,2025,3
668.,Wojciech Bukowicki,Poland,buko,113,113,113,668.,2025,3
669.,Carmine Bianco,Germany,CarBian,113,113,113,669.,2025,3
670.,Marian Lukac,Slovakia,lucky137,111,111,111,670.,2025,3
671.,Magdalena Gasova,Slovakia,lienka787,111,111,111,671.,2025,3
672.,Giuseppe De Camillis,Italy,giuseppe decamillis,110,110,110,672.,2025,3
673.,Bart Geraci,USA,BJGeraci,110,110,110,673.,2025,3
674.,Joyce Rapaport,USA,,109,109,109,674.,2025,3
675.,Marián Kráľ,Slovakia,Maronko,107,107,107,675.,2025,3
676.,Esther Naef,Switzerland,esther59,107,107,107,676.,2025,3
677.,Marcia Klingensmith,USA,marcekmba,105,105,105,677.,2025,3
678.,Jaroslav Koldinský,Czech Rep.,Koldinsky,103,103,103,678.,2025,3
679.,Libuše Kovarova,Czech Rep.,Kvirin,103,103,103,679.,2025,3
680.,Ian Rui,USA,,102,102,102,680.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
681.,Connie Zeng,USA,,102,102,102,681.,2025,3
682.,Jarosław Skrzypczak,Poland,Jarko,101,101,101,682.,2025,3
683.,Bruno Rivara,Switzerland,Bruno61,100,100,100,683.,2025,3
684.,Lenka Schindlerová,Czech Rep.,,97,97,97,684.,2025,3
685.,Zanda Ro,Latvia,DeeDee,96,96,96,685.,2025,3
686.,ANAGHA S,India,BULSAI,95,95,95,686.,2025,3
687.,Rita Agócs,Hungary,liortom,95,95,95,687.,2025,3
688.,Paolo Pranzo,Italy,Pillopo,95,95,95,688.,2025,3
689.,Paul Pope-Mitchell,UK,,95,95,95,689.,2025,3
690.,Ravot Sylvain,France,,95,95,95,690.,2025,3
691.,Karol Tavač,Slovakia,,95,95,95,691.,2025,3
692.,Quilhot Maïlys,France,,95,95,95,692.,2025,3
693.,Muhammad Imanuddin S,Indonesia,Imanuddin78,95,95,95,693.,2025,3
694.,kaoru shibata,Japan,pet,94,94,94,694.,2025,3
695.,John Rickert,USA,Rickert,94,94,94,695.,2025,3
696.,Adrian Królak,Poland,adrianPL,93,93,93,696.,2025,3
697.,Łukasz Marzec,Poland,zabijaka82,92,92,92,697.,2025,3
698.,Benedikt Hahn,Germany,Kideneb,92,92,92,698.,2025,3
699.,Vivien Gönczi,Hungary,,91,91,91,699.,2025,3
700.,Kamal Lohia,India,,89,89,89,700.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
701.,Morgan Dickerson,USA,,89,89,89,701.,2025,3
702.,Soňa Turečková,Czech Rep.,soncaa,88,88,88,702.,2025,3
703.,Amy Milner Gould,USA,AMGChicago,88,88,88,703.,2025,3
704.,Priyanka Jayakumar,India,jaya_priya,86,86,86,704.,2025,3
705.,Michiel Voges,South Africa,Drake,86,86,86,705.,2025,3
706.,Austin Ratzki,USA,Austin Ratzki,86,86,86,706.,2025,3
707.,Juthamard Chittchang,Thailand,,86,86,86,707.,2025,3
708.,zuzuzu tototo,Slovakia,,86,86,86,708.,2025,3
709.,David Blackburn,UK,,86,86,86,709.,2025,3
710.,Małgorzata Konarska,Poland,GosiaK,86,86,86,710.,2025,3
711.,Lars Kolkanen,Estonia,,86,86,86,711.,2025,3
712.,MARYUS PASCALAU,Romania,Mark01,86,86,86,712.,2025,3
713.,Palina Mankevich,Poland,Winklaar,85,85,85,713.,2025,3
714.,Penka Dimitrova,Bulgaria,,85,85,85,714.,2025,3
715.,Gertrud Schied,Germany,PuzzleEumel,85,85,85,715.,2025,3
716.,George Marcus,Romania,PlayLikeNeverB4,85,85,85,716.,2025,3
717.,Pakkapong Sricharoen,Thailand,tinooo,85,85,85,717.,2025,3
718.,Ekaterina Krotkova,Russia,katerina,84,84,84,718.,2025,3
719.,Zhang Jiashen,China,oldpigeon,83,83,83,719.,2025,3
720.,duckmu lee,"Korea, South",puzzleluke,83,83,83,720.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
721.,Miroslav Beinhauer,Czech Rep.,felini,82,82,82,721.,2025,3
722.,Jorge Robledo,Argentina,jaroble,81,81,81,722.,2025,3
723.,Emily Williams,USA,Emily Williams,77,77,77,723.,2025,3
724.,Jan Fiala,Czech Rep.,,76,76,76,724.,2025,3
725.,Gordon Lessells,Ireland,GSL,76,76,76,725.,2025,3
726.,daniele cassani,Italy,dany_thor,75,75,75,726.,2025,3
727.,Ivo Edel,Germany,Sandal2110,75,75,75,727.,2025,3
728.,Kseniya Bernat,Belarus,,73,73,73,728.,2025,3
729.,Mátyás Balázs,Hungary,Matias429,73,73,73,729.,2025,3
730.,Nancy Cook,USA,nlcook,73,73,73,730.,2025,3
731.,Esmeralda Kleinreesink,Netherlands,EsmeraldaKlein,72,72,72,731.,2025,3
732.,Beau La Mont,USA,ajarnbeau,71,71,71,732.,2025,3
733.,João Paulo Velozo Oliveira Arantes,Brazil,musgley,71,71,71,733.,2025,3
734.,Solomon Granor,USA,SSG,71,71,71,734.,2025,3
735.,nurul aisyah zakari,Malaysia,aisyah,71,71,71,735.,2025,3
736.,Julien Carbone,France,,70,70,70,736.,2025,3
737.,Nicholas Austen,Australia,Sniggle,70,70,70,737.,2025,3
738.,Aet Valge,Estonia,,68,68,68,738.,2025,3
739.,Roman Mureika,Canada,romanm44,68,68,68,739.,2025,3
740.,Irina Dragunova,Russia,IrinaD,68,68,68,740.,2025,3
#,Name,Country,Nick,Points,Points,Points,#,2025,3
741.,Jen Chocolate,Canada,chocolate4295,68,68,68,741.,2025,3
742.,Scott Williams,USA,Mr. W the Math Teacher,68,68,68,742.,2025,3
743.,Dana Crites,USA,,66,66,66,743.,2025,3
744.,Adam Skowronski,Poland,adames72,65,65,65,744.,2025,3
745.,DJ Leslie,USA,DreamLibrarian,65,65,65,745.,2025,3
746.,Ned Kelly,Australia,NedKelly,64,64,64,746.,2025,3
747.,Lidia Perovskaya,USA,Lperovskaya,64,64,64,747.,2025,3
748.,Peter Glink,Australia,Peter Profundo,64,64,64,748.,2025,3
749.,Prayoga Ramadhani Yoga,Indonesia,YogaRamadhan,64,64,64,749.,2025,3
750.,Magdalena Wilczek,Poland,Wolfie,64,64,64,750.,2025,3
751.,Hela Vyparinová,Slovakia,Hell,54,54,54,751.,2025,3
752.,Brenda Troisi,USA,btroisi,54,54,54,752.,2025,3
753.,Rattanawan Khattiyakul,Thailand,Rattanawan Khattiyakul,53,53,53,753.,2025,3
754.,Mladen Bosnić,Croatia,,51,51,51,754.,2025,3
755.,Yoonah Cho,"Korea, South",starryah,50,50,50,755.,2025,3
756.,KLAUDIA ZWOLINSKA ZWOLINSKA,Poland,klaudynella,49,49,49,756.,2025,3
