#,Name,Country,Nick,Points,GP_t3 points,GP_t3 rank. points,GP_t3 position,year,round
68.,Lucas Chen,USA,Lukipoo,558,558,558,68.,2026,3
69.,Sumate Juariyamark,Thailand,MrLiang,558,558,558,69.,2026,3
70.,Khả Lê Minh,Vietnam,Lê Minh Khả,558,558,558,70.,2026,3
71.,Nathalie Catinot,France,,558,558,558,71.,2026,3
72.,Candice Solidarios,Philippines,,558,558,558,72.,2026,3
73.,Takuya Sugimoto,Japan,sugitakukun,556,556,556,73.,2026,3
74.,Heyu Wang,China,Heyu Wang,553,553,553,74.,2026,3
75.,Frank Wang,USA,,552,552,552,75.,2026,3
76.,Enyang Li,China,Leee,548,548,548,76.,2026,3
77.,Kazuya Yamamoto,Japan,Hazakura,545,545,545,77.,2026,3
78.,Qianzi Li,China,Wise Cat,541,541,541,78.,2026,3
79.,Sed Holaysan,Philippines,,539,539,539,79.,2026,3
80.,SHANSHUI WANYAN,China,SHMETROreciter,536,536,536,80.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
81.,Clover Moon,USA,clover,536,536,536,81.,2026,3
82.,SeongHwa Hong,"Korea, South",Pfaff,536,536,536,82.,2026,3
83.,Serhii Tyshchenko,Ukraine,tsergiiv,536,536,536,83.,2026,3
84.,jun seo ha,"Korea, South",mathjuny,536,536,536,84.,2026,3
85.,Jacob Bowdler,New Zealand,jacobpwb,533,533,533,85.,2026,3
86.,esra aydemir,Turkey,aras,530,530,530,86.,2026,3
87.,Hikaru Muraoka,Japan,k_night,525,525,525,87.,2026,3
88.,Michael Kreiger,USA,Michael_K3,525,525,525,88.,2026,3
89.,Jelena Balanova,Latvia,,524,524,524,89.,2026,3
90.,Jiacheng Song,China,youyuqingwa,519,519,519,90.,2026,3
91.,Krystian Świderski,Poland,karzym,518,518,518,91.,2026,3
92.,Jakub Hrazdira,Czech Rep.,Gotroch,517,517,517,92.,2026,3
93.,Magdalena Bernacik,Poland,,513,513,513,93.,2026,3
94.,Klára Vytisková,Czech Rep.,QKV,511,511,511,94.,2026,3
95.,Yuta Nagata,Japan,nyuta,510,510,510,95.,2026,3
96.,Matteo Fedeli,Italy,Yoshi Baroshi,507,507,507,96.,2026,3
97.,Pavel Jaselský,Slovakia,pali7,504,504,504,97.,2026,3
98.,Adam Bissett,UK,,503,503,503,98.,2026,3
99.,Se Joon Jang,"Korea, South",jonahjang,502,502,502,99.,2026,3
100.,Adem Jaziri,Tunisia,Adem Jaziri,502,502,502,100.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
101.,Akio Tanabe,Japan,akio,500,500,500,101.,2026,3
102.,Harrison Beer,Australia,Harryjbeer,494,494,494,102.,2026,3
103.,Boyan Dong,China,,494,494,494,103.,2026,3
104.,Martijn Goorden,Netherlands,Qwerty,493,493,493,104.,2026,3
105.,Hawel Manuela,Austria,,484,484,484,105.,2026,3
106.,Walker Anderson,USA,WA1729,483,483,483,106.,2026,3
107.,Matthew Hambacher,USA,Cozy,482,482,482,107.,2026,3
108.,Maciej Ignaciuk,Poland,,480,480,480,108.,2026,3
109.,Yoseph Mak,USA,symbolic23,480,480,480,109.,2026,3
110.,Jack Lawrence,UK,,479,479,479,110.,2026,3
111.,Sara Terveer,Germany,,472,472,472,111.,2026,3
112.,hyuk sun Kwon,"Korea, South",dolgore63,468,468,468,112.,2026,3
113.,Dan Katz,USA,Spelvin,467,467,467,113.,2026,3
114.,Manuel Poliszuk,Argentina,Qhaces,464,464,464,114.,2026,3
115.,Roberto Lee,Taiwan,robertolee,464,464,464,115.,2026,3
116.,Larissa Rudolph,Germany,Lali,464,464,464,116.,2026,3
117.,Robert Vollmert,Germany,rob,458,458,458,117.,2026,3
118.,Chen-Xiu Lin,Taiwan,NaMgAl,457,457,457,118.,2026,3
119.,Judyta Izabela Bujnowska,Poland,JuIza,453,453,453,119.,2026,3
120.,Leonidas Giannouzakos,Greece,bookie,453,453,453,120.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
121.,Ondřej Motlíček,Czech Rep.,,453,453,453,121.,2026,3
122.,Soji Kubota,Japan,fff1015,453,453,453,122.,2026,3
123.,wong canfly,Hong Kong,,453,453,453,123.,2026,3
124.,爽 覃,China,Shuang Qin,453,453,453,124.,2026,3
125.,Stefan Gaspar,Slovakia,pista,452,452,452,125.,2026,3
126.,Mikołaj Piotrowski,Poland,,451,451,451,126.,2026,3
127.,Jaipal Reddy,India,mjaipal,450,450,450,127.,2026,3
128.,Bob Gui,China,,450,450,450,128.,2026,3
129.,Zoltan Horvath,Hungary,Valezius,449,449,449,129.,2026,3
130.,Elise Harivel,France,EliseH,447,447,447,130.,2026,3
131.,志航 杨,China,dodomos,442,442,442,131.,2026,3
132.,Tom Collyer,UK,,440,440,440,132.,2026,3
133.,Ryo Hayashida,Japan,renda,437,437,437,133.,2026,3
134.,Zoe Ashford,UK,Zo_Ashford,437,437,437,134.,2026,3
135.,Jörg Zentgraf,Germany,,436,436,436,135.,2026,3
136.,Zhen Fan,China,FierceHAuCl4,436,436,436,136.,2026,3
137.,Yuji Yamamoto,Japan,utime,432,432,432,137.,2026,3
138.,Xingchen LIU,China,Logan Liu,431,431,431,138.,2026,3
139.,Torsten Rogoll,Germany,,431,431,431,139.,2026,3
140.,Valentin Miakinen,France,Barbitos,423,423,423,140.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
141.,Péter Szentkúti,Hungary,,423,423,423,141.,2026,3
142.,haizhi zhang,China,岁月刀,422,422,422,142.,2026,3
143.,Timothy Leong,Australia,,420,420,420,143.,2026,3
144.,Ned Walker,UK,nedwalker,420,420,420,144.,2026,3
145.,Anna Szymańska,Poland,annasz,419,419,419,145.,2026,3
146.,雨 南宫,China,南宫雨,417,417,417,146.,2026,3
147.,Anna Wąsowska,Poland,ancyna,416,416,416,147.,2026,3
148.,Takeru Sugai,Japan,to,415,415,415,148.,2026,3
149.,Andrej Plaštiak,Slovakia,Andrej,412,412,412,149.,2026,3
150.,Aleksei Daniliuk,UK,Um_nik,411,411,411,150.,2026,3
151.,Michael Tang,USA,mstang,410,410,410,151.,2026,3
152.,Kartik Reddy,India,,409,409,409,152.,2026,3
153.,Denis Auroux,France,auroux,409,409,409,153.,2026,3
154.,György Herke,Hungary,Gyuszi13,408,408,408,154.,2026,3
155.,Matej Vyparina,Slovakia,,408,408,408,155.,2026,3
156.,Laura Tarchetti,Italy,fenicia,406,406,406,156.,2026,3
157.,Benji Martin,UK,Benjango,406,406,406,157.,2026,3
158.,mi yanming,China,,405,405,405,158.,2026,3
159.,Arnaud Dumont,France,L00ping,405,405,405,159.,2026,3
160.,Erik Amor,Estonia,,405,405,405,160.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
161.,Lennart Muijres,Netherlands,Leonardo024,405,405,405,161.,2026,3
162.,(Rainy) Chiến Lê Minh,Vietnam,muaroivt1998,405,405,405,162.,2026,3
163.,Gennady Korotkevich,Belarus,tourist,400,400,400,163.,2026,3
164.,Takeshi Kawasaki,Japan,,397,397,397,164.,2026,3
165.,Giulia Cossutti,Italy,elc,397,397,397,165.,2026,3
166.,Julien DAL ZOTTO,France,Dalzinho74,397,397,397,166.,2026,3
167.,Keheng Hou,China,漩涡小饼干,396,396,396,167.,2026,3
168.,Jhonny Cruz Mestanza,Peru,ElXouny,395,395,395,168.,2026,3
169.,Kartal Nagy,Hungary,kartal,391,391,391,169.,2026,3
170.,Margit Scheler,Estonia,pargitool,391,391,391,170.,2026,3
171.,Jiri Hrdina,Czech Rep.,jhrdina,385,385,385,171.,2026,3
172.,Shinichi Aoki,Japan,,383,383,383,172.,2026,3
173.,Taigo Ando,Japan,Tigereye,380,380,380,173.,2026,3
174.,Morgane BRADAIA,France,justenou,380,380,380,174.,2026,3
175.,Kanae Aoki,Japan,kiyowa,378,378,378,175.,2026,3
176.,Gabriela Jaselska,Slovakia,,377,377,377,176.,2026,3
177.,YY ONG,Malaysia,,374,374,374,177.,2026,3
178.,Wan Pei Jun,Malaysia,PeiJun,373,373,373,178.,2026,3
179.,Todd Geldon,USA,,373,373,373,179.,2026,3
180.,Arvis Brizga,Latvia,,372,372,372,180.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
181.,Anecha Aunbun,Thailand,Fiw,372,372,372,181.,2026,3
182.,Momo Nekota,Japan,Tachibana,367,367,367,182.,2026,3
183.,Claudine Thiry,Luxembourg,dodine,367,367,367,183.,2026,3
184.,Imke Herold,Germany,,367,367,367,184.,2026,3
185.,Yuki Kajihara,Japan,Shiraoka,366,366,366,185.,2026,3
186.,Rin Saiki,Japan,rin204,364,364,364,186.,2026,3
187.,achille massimo capecce,Italy,achille,363,363,363,187.,2026,3
188.,Taro Arimatsu,Japan,tarotaro,362,362,362,188.,2026,3
189.,Tomasz Stachurski,Poland,,362,362,362,189.,2026,3
190.,Timothy Tan,USA,arceus23,362,362,362,190.,2026,3
191.,Filip Jabłoński,Poland,BigKokonat,361,361,361,191.,2026,3
192.,sumi sumi,Germany,,361,361,361,192.,2026,3
193.,Kristi Lehto,Estonia,,361,361,361,193.,2026,3
194.,Suyu Liu,China,Eric Liu,359,359,359,194.,2026,3
195.,Mariola Kowalska,Poland,,359,359,359,195.,2026,3
196.,Yifei Sun,China,Segment,359,359,359,196.,2026,3
197.,Matteo Testa,Italy,,359,359,359,197.,2026,3
198.,Andrzej Dalach,Poland,Gladmax,359,359,359,198.,2026,3
199.,Shifu Nakazawa,Japan,SHI,359,359,359,199.,2026,3
200.,Leo Wang,Taiwan,utaha,359,359,359,200.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
201.,Mikhail Shishkin,Russia,NinetySeven,359,359,359,201.,2026,3
202.,Zhichao Li,China,Goldsand,359,359,359,202.,2026,3
203.,Richard Jones,Canada,rdj,359,359,359,203.,2026,3
204.,Kahraman Gunduz,Turkey,piiz,359,359,359,204.,2026,3
205.,盛轩 李,China,Sunshine Lee,359,359,359,205.,2026,3
206.,Phasit Chantachote,Thailand,SonicBlaze,359,359,359,206.,2026,3
207.,Zhong Zheng,China,ZhengZhong,359,359,359,207.,2026,3
208.,Frederick Gutierrez Jr.,Philippines,Fredo,359,359,359,208.,2026,3
209.,Quilhot Nicolas,France,Nico2,357,357,357,209.,2026,3
210.,Halina Wójcik,Poland,hawoj62,354,354,354,210.,2026,3
211.,Natália Chanová,Slovakia,natalka,354,354,354,211.,2026,3
212.,Wei-Hwa Huang,USA,onigame,354,354,354,212.,2026,3
213.,Jonathan Bode,USA,bodemeister,353,353,353,213.,2026,3
214.,Poonam Gandhi,India,poonamgandhi,352,352,352,214.,2026,3
215.,Václav Jasanský,Czech Rep.,Nikro,350,350,350,215.,2026,3
216.,桃 刘,China,桃菜菜,349,349,349,216.,2026,3
217.,Matthew White,UK,,349,349,349,217.,2026,3
218.,Chris Reintal,Estonia,,349,349,349,218.,2026,3
219.,Takemasa Aoki,Japan,gori.sh,348,348,348,219.,2026,3
220.,Tim Miller,USA,timjamiller,347,347,347,220.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
221.,Jouni Harjumäki,Finland,,347,347,347,221.,2026,3
222.,Chris Narrikkattu,USA,narri,347,347,347,222.,2026,3
223.,Kin Ting Chan,Hong Kong,,345,345,345,223.,2026,3
224.,Vittorio Schiavone,Italy,Moso,344,344,344,224.,2026,3
225.,Fabjan Markovinović,Croatia,fabjanm,343,343,343,225.,2026,3
226.,Miroslav Salaga,Slovakia,macko,342,342,342,226.,2026,3
227.,Asterios Varsamis-Kyratlidis,Greece,avarsamis,340,340,340,227.,2026,3
228.,Tomasz Skalski,Poland,,340,340,340,228.,2026,3
229.,Nicholas Allendorf,USA,Shogia,339,339,339,229.,2026,3
230.,David Braun,Hungary,Braunka625,338,338,338,230.,2026,3
231.,Tim Tom,UK,timimimimim,337,337,337,231.,2026,3
232.,Karel Doskocil,Czech Rep.,carlos5,336,336,336,232.,2026,3
233.,Karel Sterba,Czech Rep.,chlien,336,336,336,233.,2026,3
234.,BLECON Francois,France,francwe,336,336,336,234.,2026,3
235.,Victor Larsen,USA,shraeye,335,335,335,235.,2026,3
236.,Jiachen Tang,China,SuikaPredator,334,334,334,236.,2026,3
237.,Shuohang Chen,China,shuohang,333,333,333,237.,2026,3
238.,Diana Grigoreva,Russia,,333,333,333,238.,2026,3
239.,Gunasundhari D,India,,329,329,329,239.,2026,3
240.,Lenka Chaloupková,Czech Rep.,,329,329,329,240.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
241.,Sébastien Tainon,France,Arkandias,329,329,329,241.,2026,3
242.,Harmeet Singh,India,harmeet,328,328,328,242.,2026,3
243.,Howard Wilkinson,UK,HWHW,328,328,328,243.,2026,3
244.,Darren Yin,USA,,328,328,328,244.,2026,3
245.,Ralf Möbus,Germany,,328,328,328,245.,2026,3
246.,Jonathan Yu,Philippines,sudokutrash,327,327,327,246.,2026,3
247.,Ümit Volkan ÖZTÜRK,Turkey,volkirik,326,326,326,247.,2026,3
248.,Mariëlle Hoexum,Netherlands,malelle12,326,326,326,248.,2026,3
249.,Florian Meschenmoser,Germany,,326,326,326,249.,2026,3
250.,Darshana VB,India,,325,325,325,250.,2026,3
251.,Yihe Li,China,,325,325,325,251.,2026,3
252.,Kevin Filmawan,Indonesia,kevinfil,325,325,325,252.,2026,3
253.,Jason Lee,USA,,324,324,324,253.,2026,3
254.,Ewelina Wiśniewska,Poland,Evellinium,322,322,322,254.,2026,3
255.,xxuurruuii xxuurruuii,China,xxuurruuii,319,319,319,255.,2026,3
256.,XiaoWei Huang,China,xiao01wei,319,319,319,256.,2026,3
257.,Volker Plassmann,Germany,,319,319,319,257.,2026,3
258.,Yasuto Kitazono,Japan,,319,319,319,258.,2026,3
259.,Иван Георгиев,Bulgaria,Vanko1914,318,318,318,259.,2026,3
260.,Tobias Kraft,Germany,Toseflo,318,318,318,260.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
261.,Zhaoxv Li,China,Y1cat,317,317,317,261.,2026,3
262.,Jeffrey Huang,USA,jeff10,317,317,317,262.,2026,3
263.,BOUCHAUD Michaël,France,MKK,316,316,316,263.,2026,3
264.,Anna Fundárková,Slovakia,,316,316,316,264.,2026,3
265.,Pika Založnik,Slovenia,pzalozni,315,315,315,265.,2026,3
266.,Ravi chandran,India,ravilp,314,314,314,266.,2026,3
267.,Florian Mauer,Germany,FlorianM79,314,314,314,267.,2026,3
268.,Tsukiko Kitagawa,Japan,Tsuuu,314,314,314,268.,2026,3
269.,Kunal Verma,India,KunalZenithz,314,314,314,269.,2026,3
270.,Hyunmo Kang,"Korea, South",zzdldl31,314,314,314,270.,2026,3
271.,Ragnar Kruberg,Estonia,Krubi,314,314,314,271.,2026,3
272.,Jana Podroužková,Slovakia,jjjanka.s,314,314,314,272.,2026,3
273.,Sascha Schultz,Switzerland,säsch,314,314,314,273.,2026,3
274.,Henry Turner,USA,Twiggy,314,314,314,274.,2026,3
275.,培源 赵,China,Ryan Zhao,313,313,313,275.,2026,3
276.,Meru Oshino,Japan,,313,313,313,276.,2026,3
277.,Lovro Đerek,Croatia,,312,312,312,277.,2026,3
278.,Peter Hornak,Slovakia,petho,312,312,312,278.,2026,3
279.,CHING-SHOU LIN,Taiwan,eleven0502,312,312,312,279.,2026,3
280.,Petr Melichar,Czech Rep.,cezar,312,312,312,280.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
281.,自 然,China,zrlyg,312,312,312,281.,2026,3
282.,Jeremy Kong,UK,jkong,312,312,312,282.,2026,3
283.,Katarzyna Kruszel,Poland,,311,311,311,283.,2026,3
284.,Phawin Prongpaophan,Thailand,,311,311,311,284.,2026,3
285.,Grace He,Australia,,311,311,311,285.,2026,3
286.,Teddy Tan,Philippines,teddyjrtan,310,310,310,286.,2026,3
287.,Jerry Weir,Canada,,308,308,308,287.,2026,3
288.,Yuka Jo,Japan,melvy,308,308,308,288.,2026,3
289.,Art Ed,UK,,307,307,307,289.,2026,3
290.,Tony Martin,USA,cipher8669,306,306,306,290.,2026,3
291.,DUC JOFFREY,France,,305,305,305,291.,2026,3
292.,Veronika Hrubjáková,Slovakia,,305,305,305,292.,2026,3
293.,Anselme Vassor,France,,304,304,304,293.,2026,3
294.,Pal MADARASSY,Hungary,okospali,303,303,303,294.,2026,3
295.,fred yang,China,half releaser,303,303,303,295.,2026,3
296.,Kown Kong,China,Anwokizer,303,303,303,296.,2026,3
297.,Josh Pusateri,USA,WeBeatOkimo,303,303,303,297.,2026,3
298.,S S,Canada,,303,303,303,298.,2026,3
299.,Patrick Kanz,Germany,Alfred Noobel,301,301,301,299.,2026,3
300.,Scott Williams,USA,Mr. W the Math Teacher,301,301,301,300.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
301.,Jaan Laks,Estonia,salmo,300,300,300,301.,2026,3
302.,Olivier Lignon,France,Olivier Lignon,299,299,299,302.,2026,3
303.,Xuefeng Chen,China,shallowdream,297,297,297,303.,2026,3
304.,Ulla Elsilä,Finland,UllaE,297,297,297,304.,2026,3
305.,Rachel Kagan,USA,Rachel,294,294,294,305.,2026,3
306.,Sam Boden,UK,Sam Boden,293,293,293,306.,2026,3
307.,Szilvia Nagy,Hungary,,292,292,292,307.,2026,3
308.,Ladawan Ruengchimplee,Thailand,Ladawan,292,292,292,308.,2026,3
309.,Valeria Losasso,Italy,hopethisoneworks,292,292,292,309.,2026,3
310.,Torashige Maki,Japan,,291,291,291,310.,2026,3
311.,SANGJUN AHN,"Korea, South",Lastman69,290,290,290,311.,2026,3
312.,Vijaya Govindarajan,India,Vijaya,290,290,290,312.,2026,3
313.,Alessandro Locatelli,Italy,alexdon,289,289,289,313.,2026,3
314.,Jan Češka,Czech Rep.,janceska,287,287,287,314.,2026,3
315.,Alex Koek,Netherlands,,286,286,286,315.,2026,3
316.,Solomon Granor,USA,SSG,286,286,286,316.,2026,3
317.,Mikhail Tikhomirov,Cyprus,endagorion,285,285,285,317.,2026,3
318.,La stone,China,,283,283,283,318.,2026,3
319.,Seiu Tei,Japan,pleiades,283,283,283,319.,2026,3
320.,Jean Robert,France,khazimir,283,283,283,320.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
321.,KG Lim,Malaysia,eegrak,280,280,280,321.,2026,3
322.,Xuân Dương Lê,Vietnam,leduongk65cbuet,280,280,280,322.,2026,3
323.,Michael Walker,UK,Atimelord852,280,280,280,323.,2026,3
324.,Benedek Kovács,Hungary,,280,280,280,324.,2026,3
325.,Kentaro Sumigawa,Japan,smiken,280,280,280,325.,2026,3
326.,Deepak Kumar,India,dipkmr,280,280,280,326.,2026,3
327.,Deren Çağlayan,Turkey,,280,280,280,327.,2026,3
328.,Olga Shut,Belarus,OlgaShut,280,280,280,328.,2026,3
329.,Martin Fundarek,Slovakia,,279,279,279,329.,2026,3
330.,chakkaphat saiphoklang,Thailand,chakkaphat,278,278,278,330.,2026,3
331.,Kristin Stearns,USA,DreamRose311,277,277,277,331.,2026,3
332.,Veronika Lengauer,Germany,garganegra,277,277,277,332.,2026,3
333.,Reinier Schmiermann,Netherlands,Reinier,274,274,274,333.,2026,3
334.,Fabien Douté,France,fabich,272,272,272,334.,2026,3
335.,Zdenka Pácalová,Czech Rep.,zdenkap,272,272,272,335.,2026,3
336.,Varun Shetty,India,varunshetty,272,272,272,336.,2026,3
337.,Rianda Jenema,Netherlands,Rianda,271,271,271,337.,2026,3
338.,Kaari Helstein,Estonia,pisipaha,270,270,270,338.,2026,3
339.,Jaroslav Grajciar ml.,Slovakia,Jarck,270,270,270,339.,2026,3
340.,michele bongiorno,Italy,wiseman89,270,270,270,340.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
341.,Matthew Ahn,USA,mahn,269,269,269,341.,2026,3
342.,Cheryl Gaul,USA,,269,269,269,342.,2026,3
343.,Αντώνης Λαλάτσας,Greece,term,269,269,269,343.,2026,3
344.,Raweewat Wutichaiya,Thailand,raweewat23,268,268,268,344.,2026,3
345.,Rawipol Kurupinsiri,Thailand,Rew,267,267,267,345.,2026,3
346.,Anuradha Ganesh,India,AnuGanesh,267,267,267,346.,2026,3
347.,Thananon Boonkrong,Thailand,B. Thananon,267,267,267,347.,2026,3
348.,TSUI LAN Chang,Taiwan,Len,267,267,267,348.,2026,3
349.,Maria Angeloudi,Greece,minion,267,267,267,349.,2026,3
350.,Kei Ota,Japan,ten986,267,267,267,350.,2026,3
351.,Defoeux Cyril,Belgium,MisterCyril,267,267,267,351.,2026,3
352.,Rouyan Shen,China,Shirley Shen,267,267,267,352.,2026,3
353.,Phawin Putprasert,Thailand,mattyput,267,267,267,353.,2026,3
354.,Elona Wallengren,Sweden,,267,267,267,354.,2026,3
355.,Prezensky Istvan,Romania,logiprez,267,267,267,355.,2026,3
356.,Jakub Dobrzański,Poland,,264,264,264,356.,2026,3
357.,Corinna Kiekenbeck,Germany,,264,264,264,357.,2026,3
358.,Markku Lahti,Finland,Markku,264,264,264,358.,2026,3
359.,Rika Meyer,Germany,,264,264,264,359.,2026,3
360.,Rado Bo4ev,Bulgaria,tres4o,264,264,264,360.,2026,3
#,Name,Country,Nick,Points,Points,Points,#,2026,3
361.,Mathilde Prouvost,France,ThithildeProuv,264,264,264,361.,2026,3
362.,alberto filippini,Italy,albfilip,264,264,264,362.,2026,3
363.,Desiree Regine Go,Philippines,,261,261,261,363.,2026,3
364.,Alexander Kirlitsa,Russia,Hitrez,261,261,261,364.,2026,3
365.,Chiara Nuzio,Italy,lupurk,259,259,259,365.,2026,3
366.,David Karsai,Hungary,DaveArmandai,258,258,258,366.,2026,3
367.,Dan Stronger,USA,danstronger,258,258,258,367.,2026,3
368.,Cassidy Gardner,USA,mrgardnerscience,258,258,258,368.,2026,3
369.,Jackie Anderson,USA,jackie,256,256,256,369.,2026,3
370.,Marco Pellegrini,Italy,m19700530,256,256,256,370.,2026,3
371.,Henning Kalsgaard Poulsen,Denmark,Kalsgaard,256,256,256,371.,2026,3
372.,Janelle Aleisonne Navarro,Philippines,aliii,256,256,256,372.,2026,3
373.,Brena Merz,New Zealand,,256,256,256,373.,2026,3
374.,Arianna Domenichelli,Italy,,256,256,256,374.,2026,3
375.,灵斌 李,China,,256,256,256,375.,2026,3
376.,Lubos Hyzak,Slovakia,,256,256,256,376.,2026,3
377.,Zhengze Zhou,China,zzz,255,255,255,377.,2026,3
378.,jingzhi xie,China,mengxue,255,255,255,378.,2026,3
379.,Shogo Murai,Japan,,255,255,255,379.,2026,3
380.,Marián Kráľ,Slovakia,Maronko,255,255,255,380.,2026,3
